No. 	Peak Name 	Retention Time	Amount 	Est. Amt.	Rel.Area 	SI 	RSI 	Prob 	Peak Name Hit 2	Peak Name Hit 3	
50  	2,5-cyclohexadien-1-one, 2,6-bis(1,1-dimethylethyl)-4-hydroxy-4-methyl-	37,51	11,17	8,03	0,07	744	876	68,93	4-(1-Hydroperoxy-2,2-dimethyl-6-methylene-cyclohexyl)-pent-3-en-2-one	2,7-Octanedione, 4,4-dimethyl-3-[2-(1-hydroxy-1-methylethyl)-3-methyl-3-butenylidene)-
51  	1,2,3,4,5,6-Hexahydro-1,1,5,5-tetramethyl-2,4a-methanonaphthalen-7(4aH)-one	37,84	13,28	9,62	0,08	716	720	11,88	2,5-cyclohexadiene-1,4-dione, 2-(1,1-dimethylethyl)-5-(2-methyl-2-propen-1-yl)-	2(3H)-Naphthalenone, 4,4a,5,6,7,8-hexahydro-4a,5-dimethyl-3-(1-methylethylidene)-, (4ar-cis)-
52  	Pentadecane	38,19	13,21	9,57	0,08	837	876	16,76	Dodecane, 2,6,11-trimethyl-	Tetradecane
53  	1-Dodecanamine, N,N-dimethyl-	38,26	12,61	9,12	0,08	857	882	45,67	1-Tetradecanamine, N,N-dimethyl-	Dodecyltrimethylammonium bromide
54  	Butylated Hydroxytoluene	38,38	3527,44	2665,90	22,07	953	953	88,24	Phenol, 4,6-di(1,1-dimethylethyl)-2-methyl-	Phenol, 2,4,6-tris(1-methylethyl)-
55  	2-Propanol, 1,1'-[(1-methyl-1,2-ethanediyl)bis(oxy)]bis-	39,57	10,70	7,67	0,06	799	811	44,15	2-Propanol, 1-[2-(2-methoxy-1-methylethoxy)-1-methylethoxy]-	Propanol, [(butoxymethylethoxy)methylethoxy]-
56  	2-Propanol, 1,1'-[(1-methyl-1,2-ethanediyl)bis(oxy)]bis-	39,66	36,85	27,44	0,23	867	875	74,15	2-Propanol, 1-[2-(2-methoxy-1-methylethoxy)-1-methylethoxy]-	Tri(propylene glycol) propyl ether
57  	2-Propanol, 1,1'-[(1-methyl-1,2-ethanediyl)bis(oxy)]bis-	39,74	41,98	31,32	0,26	781	882	65,43	2-Propanol, 1-[2-(2-methoxy-1-methylethoxy)-1-methylethoxy]-	2-Propanol, 1-[1-methyl-2-(2-propenyloxy)ethoxy]-
58  	Hexadecane	39,83	28,52	21,14	0,18	795	900	24,93	Heptadecane	Pentadecane
59  	6-Pentadecanone	40,90	13,39	9,71	0,08	646	818	36,53	6-Tridecanone	10-Nonadecanone
60  	Eicosane	41,24	18,24	13,38	0,11	783	862	13,89	Heptadecane	Hexadecane
61  	1-Tetradecanamine, N,N-dimethyl-	41,31	22,09	16,28	0,13	839	876	58,55	3(N,N-Dimethylmyristylammonio)propanesulfonate	1-Decanamine, N,N-dimethyl-
64  	1,2-Benzenedicarboxylic acid, bis(2-methylpropyl) ester	43,28	22,10	16,29	0,13	886	887	31,94	Dibutyl phthalate	1,2-Benzenedicarboxylic acid, butyl 2-methylpropyl ester
67  	1-Tetradecanamine, N,N-dimethyl-	43,70	26,41	19,55	0,16	871	903	29,92	Dimethyl palmitamine	Cetrimonium Bromide
69  	Eicosane	44,67	10,40	7,45	0,06	831	877	23,71	Hexadecane	Heptadecane
70  	Eicosane	45,67	11,19	8,05	0,07	819	903	19,23	Hexadecane	Heptadecane
71  	1-Heptadecanamine, N,N-dimethyl-	45,76	12,00	8,66	0,07	714	867	17,08	Dimethyl palmitamine	Stearyltrimethylammonium chloride
72  	Eicosane	46,06	10,46	7,49	0,06	722	842	14,30	Nonadecane, 9-methyl-	Pentadecane, 8-hexyl-
73  	Squalene	57,51	50,93	38,09	0,32	882	901	69,04	1,6,10,14,18,22-Tetracosahexaen-3-ol, 2,6,10,15,19,23-hexamethyl-, (all-E)-(±)-	Supraene

