No. 	Peak Name 	Retention Time	Amount 	Est. Amt.	Rel.Area 	SI 	RSI 	Prob 	Peak Name Hit 2	Peak Name Hit 3
17  	Methyl methacrylate	9,36	112,9	82,1	0,04	766	787	74,66	2-Propenoic acid, 2-methyl-, 3-hydroxypropyl ester	2-Propenoic acid, 2-methyl-, 2-hydroxypropyl ester
18  	Propanoic acid, 2-oxo-, methyl ester	9,68	244,7	178,4	0,08	951	960	96,40	Acetic anhydride	Hydrogen azide
19  	Propylene Glycol	10,14	47,7	34,4	0,01	854	896	60,28	(S)-(+)-1,2-Propanediol	Isopropyl Alcohol
20  	Toluene-D8	11,13	106,9	106,9	0,05	0	0	0,00	Cyclohexanecarboxylic acid, 1-amino-	Ethene, 2-chloro-1,1-difluoro-
21  	Toluene	11,30	132,4	n.a.	0,04	n.a.	n.a.	n.a.	1,3,5-Cycloheptatriene	Spiro[2,4]hepta-4,6-diene
22  	Acetylacetone	11,84	145,1	105,7	0,05	838	838	79,48	2,4-Nonanedione	Acetic acid, 1-methyl-3-oxo-but-1-enyl ester
23  	1,3-Dioxolane, 2-ethyl-4-methyl-	11,94	148,8	108,4	0,05	691	714	42,57	Butanoic acid, 3-chloro-	Pentanedioic acid, monomethyl ester
24  	2-Propenoic acid, 2-methyl-	12,21	301,9	220,3	0,09	822	847	33,47	2-Butenoic acid, (E)-	Crotonic acid
25  	2-Butenoic acid, (E)-	12,35	302,4	220,6	0,10	830	851	33,85	2-Propenoic acid, 2-methyl-	Crotonic acid
26  	2-Pentene, 2,4-dimethyl-	12,52	17,3	12,3	0,01	814	878	27,34	4-Ethyl-2-hexene	2-Pentene, 3,4-dimethyl-, (Z)-
28  	2-Butenoic acid, (E)-	12,79	1492,7	1090,7	0,47	795	809	30,33	2-Propenoic acid, 2-methyl-	3-Butenoic acid
30  	2-Butenoic acid, (E)-	13,04	1190,4	869,7	0,37	841	873	38,37	2-Propenoic acid, 2-methyl-	Crotonic acid
31  	2-Butenoic acid, (E)-	13,26	1426,2	1042,1	0,45	646	877	30,27	2-Propenoic acid, 2-methyl-	Crotonic acid
32  	2-Propenoic acid, 2-methyl-	13,37	582,9	425,6	0,18	886	900	46,00	2-Butenoic acid, (E)-	Crotonic acid
33  	2-Propenoic acid, 2-methyl-	13,45	996,8	728,2	0,31	897	912	47,15	2-Butenoic acid, (E)-	Crotonic acid
34  	2-Propenoic acid, 2-methyl-	13,65	1231,4	899,7	0,39	893	906	43,01	2-Butenoic acid, (E)-	Crotonic acid
35  	2-Propenoic acid, 2-methyl-	13,78	1149,9	840,1	0,36	900	913	48,29	2-Butenoic acid, (E)-	Crotonic acid
36  	2-Propenoic acid, 2-methyl-	13,86	890,4	650,4	0,28	906	918	66,37	2-Butenoic acid, (E)-	Crotonic acid
37  	2-Propenoic acid, 2-methyl-	13,93	1276,7	932,8	0,40	892	903	50,22	2-Butenoic acid, (E)-	Isocrotonic acid
38  	2-Propenoic acid, 2-methyl-	14,02	611,3	446,4	0,19	903	913	50,63	2-Butenoic acid, (E)-	Crotonic acid
39  	2-Butenoic acid, (E)-	14,07	505,9	369,3	0,16	893	905	40,69	2-Propenoic acid, 2-methyl-	Isocrotonic acid
40  	2-Propenoic acid, 2-methyl-	14,13	925,6	676,2	0,29	887	899	47,17	2-Butenoic acid, (E)-	Isocrotonic acid
41  	2-Propenoic acid, 2-methyl-	14,16	317,2	231,5	0,10	891	902	43,22	2-Butenoic acid, (E)-	Crotonic acid
42  	2-Propenoic acid, 2-methyl-	14,20	461,6	337,0	0,15	900	910	52,94	2-Butenoic acid, (E)-	Isocrotonic acid
43  	2-Butenoic acid, (E)-	14,23	424,1	309,6	0,13	900	911	46,66	2-Propenoic acid, 2-methyl-	Crotonic acid
44  	2-Propenoic acid, 2-methyl-	14,31	1280,2	935,3	0,40	900	910	45,64	2-Butenoic acid, (E)-	Crotonic acid
45  	2-Propenoic acid, 2-methyl-	14,34	727,0	531,0	0,23	903	912	67,92	2-Butenoic acid, (E)-	Isocrotonic acid
46  	2-Propenoic acid, 2-methyl-	14,40	1287,6	940,8	0,41	851	877	51,48	2-Butenoic acid, (E)-	Isocrotonic acid
47  	2-Propenoic acid, 2-methyl-	14,48	741,4	541,5	0,23	906	915	52,99	2-Butenoic acid, (E)-	Crotonic acid
48  	2-Propenoic acid, 2-methyl-	14,51	463,2	338,2	0,15	907	916	65,94	2-Butenoic acid, (E)-	Crotonic acid
49  	2-Butenoic acid, (E)-	14,53	532,1	388,5	0,17	899	908	43,38	2-Propenoic acid, 2-methyl-	Crotonic acid
50  	2-Propenoic acid, 2-methyl-	14,56	481,9	351,9	0,15	898	907	56,65	2-Butenoic acid, (E)-	Crotonic acid
51  	2-Butenoic acid, (E)-	14,59	491,6	358,9	0,15	898	907	40,40	2-Propenoic acid, 2-methyl-	Crotonic acid
52  	2-Propenoic acid, 2-methyl-	14,66	1206,3	881,3	0,38	903	911	50,19	2-Butenoic acid, (E)-	Crotonic acid
53  	2-Propenoic acid, 2-methyl-	14,70	721,7	527,1	0,23	907	915	62,21	2-Butenoic acid, (E)-	Crotonic acid
54  	2-Propenoic acid, 2-methyl-	14,72	399,7	291,8	0,13	908	916	60,65	2-Butenoic acid, (E)-	Crotonic acid
55  	2-Propenoic acid, 2-methyl-	14,73	689,9	503,9	0,22	899	907	45,53	2-Butenoic acid, (E)-	Crotonic acid
56  	2-Butenoic acid, (E)-	14,79	719,9	525,8	0,23	889	899	41,10	2-Propenoic acid, 2-methyl-	Crotonic acid
57  	2-Propenoic acid, 2-methyl-	14,80	437,0	319,0	0,14	898	906	52,77	2-Butenoic acid, (E)-	Crotonic acid
58  	2-Propenoic acid, 2-methyl-	14,84	658,1	480,6	0,21	904	912	52,74	2-Butenoic acid, (E)-	Crotonic acid
59  	2-Propenoic acid, 2-methyl-	14,86	593,9	433,7	0,19	905	914	64,47	2-Butenoic acid, (E)-	Crotonic acid
60  	2-Butenoic acid, (E)-	14,94	2198,9	1606,8	0,69	882	895	41,85	2-Propenoic acid, 2-methyl-	Crotonic acid
61  	2-Propenoic acid, 2-methyl-	14,98	321,7	234,8	0,10	891	902	38,71	2-Butenoic acid, (E)-	Crotonic acid
62  	2-Propenoic acid, 2-methyl-	15,00	556,4	406,3	0,18	905	912	56,16	2-Butenoic acid, (E)-	Crotonic acid
63  	3-Hexenoic acid, methyl ester	15,30	22,1	15,8	0,01	703	724	17,41	Butanoic acid, 3-methyl-2-methylene-, methyl ester	2-Pentenoic acid, 4-methyl-, methyl ester
64  	Ethylbenzene	15,67	485,9	n.a.	0,17	n.a.	n.a.	n.a.	o-Xylene	Benzene, 1,3-dimethyl-
65  	o-Xylene	16,12	1279,0	n.a.	0,47	n.a.	n.a.	n.a.	Benzene, 1,3-dimethyl-	p-Xylene
66  	o-Xylene	16,19	537,2	n.a.	0,21	n.a.	n.a.	n.a.	Benzene, 1,3-dimethyl-	p-Xylene
67  	3-Heptanone	16,83	276,8	202,0	0,09	866	866	48,57	3-Hexanone, 5-methyl-	3,5-Octanedione, 2,2,4,7-tetramethyl-
68  	Cyclohexanol	17,09	62,5	45,3	0,02	918	920	52,54	Cyclopentanol, 2-methyl-, cis-	Cyclopentanol, 2-methyl-
69  	4-Heptanol	17,20	24,2	17,3	0,01	810	849	37,39	1-Hepten-4-ol	3-Hexanol, 2-methyl-
70  	o-Xylene	17,31	380,1	n.a.	0,14	n.a.	n.a.	n.a.	Ethylbenzene	Benzene, 1,3-dimethyl-
71  	Cyclopentanone, 2-methyl-	17,42	16,8	11,9	0,01	825	898	43,58	Cyclohexanone	Cyclopentanone, 3-methyl-
72  	2-Propanol, 1,3-dichloro-	17,62	14,2	10,0	0,00	833	863	95,90	Methane, oxybis[chloro-	1-Propanol, 2,3-dichloro-, acetate
73  	2,5-Hexanedione	18,94	30,8	22,1	0,01	747	842	59,12	2,5-Octanedione	2,4-Pentanedione, 3-methyl-
74  	2-Cyclopenten-1-one, 3,4-dimethyl-	19,58	28,4	20,4	0,01	858	868	50,24	Cyclohexene, 1,2-dimethyl-	4,4-Dimethyl-2-cyclopenten-1-one
75  	2,5-Furandione, 3-methyl-	19,76	3531,3	2580,8	1,11	883	894	77,16	2,5-Furandione, dihydro-3-methylene-	Furan
76  	Dihydro-3-methylene-5-methyl-2-furanone	19,95	45,0	32,5	0,01	610	738	16,45	2H-Pyrrol-2-one, 1,5-dihydro-1-methyl-	2H-Pyran-2-one, 5,6-dihydro-6-propyl-
77  	(2-Methyl-oxiran-2-yl)-acetic acid, methyl ester	20,09	47,3	34,2	0,01	635	655	20,48	Hexanoic acid, 2-ethyl-3-hydroxy-, methyl ester	Butanoic acid, 2-ethyl-, methyl ester
78  	3-Cyclohexene-1-carboxaldehyde	20,33	51,7	37,4	0,02	862	871	73,32	3-Oxatricyclo[3.2.1.0(2,4)]octane, (1a,2ß,4ß,5a)-	Tricyclo[2.2.1.0(2,6)]heptan-3-ol
79  	Hexanal, 2-ethyl-	20,46	406,6	296,8	0,13	941	941	77,19	2-Ethylhexanal	trans-1-Butene,1-butoxy-
80  	Benzaldehyde	20,96	149,1	108,6	0,05	928	932	73,65	Phenylglyoxal	Benzoyl bromide
81  	Cyclotetrasiloxane, octamethyl-	21,76	15890,5	11614,5	5,00	867	896	55,18	trisiloxane, 1,1,1,5,5,5-hexamethyl-3-[(trimethylsilyl)oxy]-	3-Ethoxy-1,1,1,5,5,5-hexamethyl-3-(trimethylsiloxy)trisiloxane
82  	3,5-Dimethyl-4-heptanone	22,10	36,5	26,3	0,01	656	744	15,55	4-Heptanone, 2,6-dimethyl-	Allyl isovalerate
83  	Pentane, 2-methyl-	22,20	21,9	15,6	0,01	633	759	10,14	Butanal, 3-methyl-	2-Hexanone, 5-methyl-
84  	Methyl methacrylate	22,37	15,4	10,9	0,00	640	815	40,14	4-Pentenoic acid, 4-methyl-, methyl ester	2-Furanmethanamine
87  	1-Propanol, 3,3'-oxybis-	22,89	108,5	78,9	0,03	668	733	12,64	Oxirane, (ethoxymethyl)-	2-Propanol, 1-(2-methylpropoxy)-
88  	sec-Butyl nitrite	22,99	65,3	47,4	0,02	647	718	15,21	2-Propanol, 1-(2-methylpropoxy)-	Heptanoic acid, 6-oxo-
89  	4(1H)-Pyrimidinone	23,06	69,4	50,3	0,02	668	727	24,90	2(1H)-Pyrazinone	3(2H)-Pyridazinone
90  	2-Hydroxyethyl methacrylate	23,22	1179,8	862,0	0,37	874	874	82,22	1-Octen-4-ol	2-Propenoic acid, 2-methyl-, propyl ester
91  	2-Hydroxyethyl methacrylate	23,25	1715,7	1253,7	0,54	869	869	74,54	2-Propenoic acid, 2-methyl-, propyl ester	1-Octen-4-ol
92  	2-Hydroxyethyl methacrylate	23,29	1149,3	839,7	0,36	870	870	77,65	1-Octen-4-ol	2-Propenoic acid, 2-methyl-, propyl ester
93  	2-Hydroxyethyl methacrylate	23,31	2045,6	1494,8	0,64	869	869	71,83	2-Propenoic acid, 2-methyl-, propyl ester	1-Octen-4-ol
94  	3-Penten-2-ol	23,43	105,1	76,4	0,03	723	796	15,90	trans-3-Penten-2-ol	1,6-Heptadien-4-ol
95  	2-Propanol, 1,1'-oxybis-	23,64	284,7	207,7	0,09	802	822	87,97	1,3-Butanediol, 2-methyl-	1-Butanol, 3-methoxy-
96  	2-Propanol, 1,1'-oxybis-	23,70	382,4	279,1	0,12	859	861	92,44	1,3-Butanediol, 2-methyl-	1-Butanol, 3-methoxy-
97  	2-Propanol, 1,1'-oxybis-	23,82	69,1	50,1	0,02	598	644	28,71	1,3,5-Pentanetriol, 3-methyl-	1,4-Dioxane, 2,6-dimethyl-
98  	1-Hexanol, 2-ethyl-	24,04	6528,5	4771,5	2,06	906	906	32,39	2-Propyl-1-pentanol	2-Ethyl-1-hexanol
99  	Benzyl alcohol	24,34	415,2	303,1	0,13	882	914	63,27	N-Cbz-glycylglycine p-nitrophenyl ester	1,2-Propanediol, 1-phenyl-
100  	Acetic acid, cyclohexyl ester	24,55	240,3	175,2	0,08	725	764	35,73	2-Hexen-1-ol, acetate, (E)-	2-Hexen-1-ol, acetate, (Z)-
101  	Decane, 3-methyl-	24,82	74,8	54,3	0,02	818	854	21,53	Dodecane	Nonane, 5-butyl-
104  	1,3-Dioxolane-2-acetic acid, 2,4-dimethyl-, ethyl ester	25,53	129,8	94,5	0,04	746	760	29,40	2-Acetoxyisobutyryl chloride	2-Pentanone, 4-hydroxy-4-methyl-
105  	Acetophenone	25,72	45,5	32,8	0,01	929	931	65,43	1-Pentanone, 1-phenyl-	Ethanone, 2,2-dihydroxy-1-phenyl-
106  	1-Hexanol, 2-ethyl-	26,08	113,7	82,7	0,04	823	852	20,01	2-Propyl-1-pentanol	Formic acid, 2-ethylhexyl ester
107  	d-Dodecalactone	26,24	47,1	34,1	0,01	677	684	10,50	Hexanoic acid, anhydride	Guanidineacetic acid
108  	Cyclopropanecarboxylic acid, 3-chloroprop-2-enyl ester	26,37	16,3	11,5	0,00	594	751	22,95	Cyclandelate	3,6-Dimethyl-1-heptyn-3-ol
109  	d-Dodecalactone	26,48	19,6	13,9	0,01	640	647	12,14	Hexanoic acid, 2-propenyl ester	Guanidineacetic acid
110  	4-(2-Hydroxypropyl)morpholine	26,71	68,8	49,9	0,02	641	723	37,49	4-Morpholineethanethiol	Morpholine, 4-(1-hydroxypropyl)-
111  	Benzoic acid, methyl ester	26,88	65,6	47,5	0,02	904	936	74,97	Benzoic acid, hydrazide	Ethanone, 2-hydroxy-1-phenyl-
112  	Undecane	26,99	49,4	35,7	0,02	822	871	25,49	Dodecane	Tridecane
113  	Oxirane, decyl-	27,08	15,7	11,0	0,00	600	632	4,52	5-Tridecanone	Vinyl lauryl ether
114  	Nonanal	27,16	36,0	25,9	0,01	752	778	38,75	2-Nonen-1-ol	2-Nonen-1-ol, (E)-
116  	Dimethyl 2-hydroxy-2-methylbutane-1,4-dioate	27,38	52,9	38,3	0,02	737	747	62,83	Butanedioic acid, 2-hydroxy-2-methyl-, dimethyl ester, (2R)-	Dimethyl 3-hydroxy-3-methylpentane-1,5-dioate
117  	2-Hexene, 1-butoxy-, (E)-	27,60	46,8	33,8	0,01	788	796	82,03	2-Hexen-1-ol, propanoate, (E)-	Cyclohexane, 1,1'-[methylenebis(oxy)]bis-
118  	2-Propenoic acid, cyclohexyl ester	27,98	249,3	181,8	0,08	901	901	87,50	Hexamethylene diacrylate	Cyclohexane, chloro-
119  	Cyclopentasiloxane, decamethyl-	28,18	11565,5	8453,2	3,64	909	912	97,63	2,6-Dihydroxybenzoic acid, 3TMS derivative	Isoproterenol, 3TMS derivative
120  	Cyclopentasiloxane, decamethyl-	28,24	30,3	21,7	0,01	571	755	10,00	1-Dodecene	Cyclopentane, 1-methyl-2-(4-methylpentyl)-, trans-
121  	Cyclohexyl propionate	28,30	167,1	121,8	0,05	925	930	90,18	3-Hexen-1-ol, propanoate, (Z)-	2-Hexen-1-ol, propanoate, (E)-
122  	Vinyl benzoate	28,44	16,0	11,3	0,00	741	852	16,27	ß-Benzilmonoxime	Benzenepropanenitrile, ß-oxo-
123  	3,5-Octadiene, 4,5-diethyl-, (E,Z)-	28,60	106,7	77,6	0,03	663	671	7,63	Cycloheptanone, 2-(2-methylpropylidene)-	3H-Naphth[1,8a-b]oxiren-2(1aH)-one, hexahydro-
124  	2-n-Butylacrolein	28,69	74,4	54,0	0,02	696	731	3,95	1-Tridecene	1-Dodecene
125  	2-Propenoic acid, 2-methyl-, oxiranylmethyl ester	28,80	540,2	394,5	0,17	705	716	18,49	Butanoic acid, 3-oxo-, 2-[(2-methyl-1-oxo-2-propenyl)oxy]ethyl ester	2-Hydroxyethyl methacrylate
127  	2-Hexene, 2-methyl-	29,18	173,8	126,6	0,05	722	785	9,46	1-Penten-3-one, 2-methyl-	4-Hexen-3-one
128  	Cyclododecane	29,25	49,1	35,5	0,02	753	755	6,22	Cyclooctane, 1,2-diethyl-	Cyclopentane, 1-methyl-2-(4-methylpentyl)-, trans-
130  	Benzoic acid, ethyl ester	29,71	52,8	38,2	0,02	897	934	78,20	Methanol, oxo-, benzoate	Benzeneacetic acid, a-oxo-, ethyl ester
131  	Butanoic acid, cyclohexyl ester	29,80	74,4	54,0	0,02	682	807	46,87	Propanoic acid, 2-methyl-, cyclohexyl ester	cis-3-Hexenyl iso-butyrate
132  	Benzoic acid	30,19	26,7	19,1	0,01	868	925	65,88	Heptanediamide, N,N'-di-benzoyloxy-	Benzoic acid, silver(1+) salt
134  	Oxirane, [[(2-ethylhexyl)oxy]methyl]-	30,65	54,1	39,1	0,02	807	813	17,32	Octane, 4-ethyl-	1-Butoxy-2-ethylhexane
135  	Octane, 4-ethyl-	30,67	35,9	25,8	0,01	802	893	22,67	Dodecane	Undecane, 2,6-dimethyl-
136  	Octanediamide, N,N'-di-benzoyloxy-	30,69	37,5	27,0	0,01	628	651	17,39	Nonanediamide, N,N'-di-benzoyloxy-	Hexanediamide, N,N'-di-benzoyloxy-
138  	2-Propenoic acid, 2-methyl-, cyclohexyl ester	30,88	8899,6	6504,6	2,80	874	875	88,36	2-Butenoic acid, cyclohexyl ester	2-Butenoic acid, 3-hexenyl ester, (E,Z)-
139  	2-Propenoic acid, 2-methyl-, cyclohexyl ester	30,91	17979,1	13141,2	5,66	873	874	88,37	2-Butenoic acid, cyclohexyl ester	2-Butenoic acid, 3-hexenyl ester, (E,Z)-
140  	2-Propenoic acid, 2-methyl-, cyclohexyl ester	30,95	10073,5	7362,7	3,17	878	878	90,71	2-Butenoic acid, cyclohexyl ester	2-Butenoic acid, 3-hexenyl ester, (E,Z)-
141  	2-Propenoic acid, 2-methyl-, cyclohexyl ester	30,98	15191,0	11103,3	4,78	873	873	91,14	2-Butenoic acid, cyclohexyl ester	2-Butenoic acid, 3-hexenyl ester, (E,Z)-
142  	Benzoic acid	31,06	64,18	46,51	0,02	936	937	65,58	Cyclobutane-1,1-dicarboxamide, N,N'-di-benzoyloxy-	Heptanediamide, N,N'-di-benzoyloxy-
143  	Benzoic acid	31,09	96,12	69,86	0,03	937	938	65,27	Cyclobutane-1,1-dicarboxamide, N,N'-di-benzoyloxy-	Butanedioic acid, 2,3-bis(benzoyloxy)-, (2R,3R)-
144  	Benzoic acid	31,12	85,19	61,87	0,03	935	937	63,55	Cyclobutane-1,1-dicarboxamide, N,N'-di-benzoyloxy-	Butanedioic acid, 2,3-bis(benzoyloxy)-, (2R,3R)-
145  	Pentasiloxane, dodecamethyl-	31,15	18,68	13,25	0,01	487	520	40,12	Trisiloxane, 1,1,1,5,5,5-hexamethyl-3,3-bis[(trimethylsilyl)oxy]-	Cyclotetrasiloxane, octamethyl-
146  	Cyclohexyl N-(2-(benzoyloxy)ethyl)carbamate	31,19	58,62	42,45	0,02	605	650	38,52	Benzoic acid	Butanedioic acid, 2,3-bis(benzoyloxy)-, (2R,3R)-
147  	Benzoic acid	31,21	34,18	24,58	0,01	689	876	27,04	Benzoic acid, silver(1+) salt	Cyclohexyl N-(2-(benzoyloxy)ethyl)carbamate
148  	Benzoic acid	31,23	1538,19	1123,92	0,48	921	922	55,15	Cyclobutane-1,1-dicarboxamide, N,N'-di-benzoyloxy-	Butanedioic acid, 2,3-bis(benzoyloxy)-, (2R,3R)-
149  	Benzoic acid	31,30	205,66	149,92	0,06	949	951	66,19	Butanedioic acid, 2,3-bis(benzoyloxy)-, (2R,3R)-	Cyclobutane-1,1-dicarboxamide, N,N'-di-benzoyloxy-
150  	Benzoic acid	31,33	442,16	322,79	0,14	931	932	56,07	Butanedioic acid, 2,3-bis(benzoyloxy)-, (2R,3R)-	Cyclobutane-1,1-dicarboxamide, N,N'-di-benzoyloxy-
151  	Benzoic acid	31,35	563,20	411,26	0,18	912	913	52,16	Cyclobutane-1,1-dicarboxamide, N,N'-di-benzoyloxy-	Benzoic acid, silver(1+) salt
152  	Benzoic acid	31,40	930,40	679,66	0,29	945	946	68,74	Benzoic acid, silver(1+) salt	Butanedioic acid, 2,3-bis(benzoyloxy)-, (2R,3R)-
153  	Benzoic acid	31,43	989,39	722,78	0,31	934	935	64,07	Cyclobutane-1,1-dicarboxamide, N,N'-di-benzoyloxy-	Butanedioic acid, 2,3-bis(benzoyloxy)-, (2R,3R)-
154  	Benzoic acid	31,46	1037,53	757,97	0,33	913	914	52,98	Cyclobutane-1,1-dicarboxamide, N,N'-di-benzoyloxy-	Heptanediamide, N,N'-di-benzoyloxy-
155  	Benzoic acid	31,49	395,47	288,66	0,12	922	923	56,36	Cyclobutane-1,1-dicarboxamide, N,N'-di-benzoyloxy-	Benzoic acid, silver(1+) salt
156  	Benzoic acid	31,53	1493,20	1091,04	0,47	945	946	69,32	Benzoic acid, silver(1+) salt	Butanedioic acid, 2,3-bis(benzoyloxy)-, (2R,3R)-
157  	Benzoic acid	31,56	916,20	669,28	0,29	914	916	51,75	Cyclobutane-1,1-dicarboxamide, N,N'-di-benzoyloxy-	Benzoic acid, silver(1+) salt
158  	Benzoic acid	31,58	734,04	536,14	0,23	910	912	55,76	Benzoic acid, silver(1+) salt	Cyclobutane-1,1-dicarboxamide, N,N'-di-benzoyloxy-
159  	Benzoic acid	31,60	513,95	375,26	0,16	947	948	66,56	Benzoic acid, silver(1+) salt	Butanedioic acid, 2,3-bis(benzoyloxy)-, (2R,3R)-
160  	Benzoic acid	31,63	1488,70	1087,74	0,47	899	901	52,15	Cyclobutane-1,1-dicarboxamide, N,N'-di-benzoyloxy-	Heptanediamide, N,N'-di-benzoyloxy-
161  	Benzoic acid	31,65	2069,17	1512,03	0,65	907	909	52,82	Heptanediamide, N,N'-di-benzoyloxy-	Butanedioic acid, 2,3-bis(benzoyloxy)-, (2R,3R)-
162  	Benzoic acid	31,70	670,79	489,90	0,21	901	937	61,39	Benzoic acid, silver(1+) salt	Heptanediamide, N,N'-di-benzoyloxy-
163  	Benzoic acid	31,72	1089,97	796,30	0,34	879	925	55,58	Heptanediamide, N,N'-di-benzoyloxy-	Benzoic acid, silver(1+) salt
164  	2-Fluorobenzoic acid. heptadecyl ester	32,09	295,51	215,60	0,09	681	708	15,40	2-Fluorobenzoic acid, dodecyl ester	Nonanoic acid, pentafluorophenyl ester
165  	3-Octen-2-one, 3-butyl-	32,25	11,87	8,28	0,00	558	657	39,63	Cyclohexanone, 2-(hydroxymethylene)-3-methyl-6-(1-methylethyl)-	Cyclohexanecarboxaldehyde, 6-methyl-3-(1-methylethyl)-2-oxo-
166  	2-Propenoic acid, 2-methyl-, octyl ester	32,45	896,16	654,64	0,28	818	820	17,14	2-Ethylhexyl methacrylate	1-Heptanol, 6-methyl-
167  	1-Octene, 3,7-dimethyl-	32,51	737,51	538,67	0,23	758	840	6,88	1-Octanol, 3,7-dimethyl-	2-Ethylhexyl methacrylate
168  	2-Fluorobenzoic acid, octyl ester	32,90	17,75	12,58	0,01	521	546	5,62	2-Fluorobenzoic acid. heptadecyl ester	4-Fluorobenzoic acid, tetradecyl ester
169  	Benzoic acid, octyl ester	33,03	448,89	327,71	0,14	756	776	19,49	n-Propyl benzoate	1-Butanol, 3-methyl-, benzoate
170  	Benzoic acid, octyl ester	33,09	536,42	391,69	0,17	760	779	16,89	n-Propyl benzoate	1-Butanol, 3-methyl-, benzoate
171  	2-propenoic acid, 2-methyl-, 2,3-dihydroxypropyl ester	33,37	477,42	348,57	0,15	735	789	60,36	2-Hydroxyethyl methacrylate	2-Propenoic acid, 2-methyl-, 2-hydroxypropyl ester
172  	2-Propenoic acid, 2-methyl-, 2-hydroxypropyl ester	33,49	60,61	43,90	0,02	547	670	7,65	Melezitose	Imidazole, 4-fluoro-5-hydroxyazomethyl-
173  	2-Propenoic acid, 2-methyl-, octyl ester	33,87	14575,39	10653,27	4,59	766	883	39,62	2-Ethylhexyl methacrylate	Octane, 2-chloro-
174  	2-Propenoic acid, 2-methyl-, octyl ester	33,90	6485,42	4740,02	2,04	814	904	47,67	2-Ethylhexyl methacrylate	Isodecyl methacrylate
175  	2-Propenoic acid, 2-methyl-, octyl ester	33,92	8542,28	6243,46	2,69	822	907	49,51	2-Ethylhexyl methacrylate	Isodecyl methacrylate
176  	2-Propenoic acid, 2-methyl-, octyl ester	33,95	20575,33	15038,83	6,48	830	915	65,81	2-Ethylhexyl methacrylate	Isodecyl methacrylate
177  	2-Propenoic acid, 2-methyl-, octyl ester	33,98	5642,64	4124,00	1,78	828	911	69,99	2-Ethylhexyl methacrylate	Isodecyl methacrylate
178  	2-Propenoic acid, 2-methyl-, octyl ester	34,01	8085,24	5909,39	2,55	828	907	72,38	2-Ethylhexyl methacrylate	Isodecyl methacrylate
179  	2-Propenoic acid, 2-methyl-, octyl ester	34,04	13359,00	9764,16	4,21	801	906	71,79	2-Ethylhexyl methacrylate	Isodecyl methacrylate
180  	2-Propenoic acid, 2-methyl-, octyl ester	34,06	7363,93	5382,15	2,32	795	902	73,02	2-Ethylhexyl methacrylate	2-Ethylhexyl acrylate
181  	2-Propenoic acid, 2-methyl-, octyl ester	34,07	10969,89	8017,88	3,45	860	901	72,34	2-Ethylhexyl methacrylate	Isodecyl methacrylate
182  	2-Propenoic acid, 2-methyl-, octyl ester	34,14	9425,46	6889,00	2,97	893	893	71,44	2-Ethylhexyl methacrylate	Octane, 4-chloro-
183  	2-Propenoic acid, 2-methyl-, octyl ester	34,17	2880,59	2105,12	0,91	887	887	72,66	2-Ethylhexyl methacrylate	Isodecyl methacrylate
184  	2-Propenoic acid, 2-methyl-, octyl ester	34,20	5860,74	4283,42	1,85	890	890	72,64	2-Ethylhexyl methacrylate	Isodecyl methacrylate
185  	2-Propenoic acid, 2-methyl-, octyl ester	34,22	7772,18	5680,56	2,45	883	884	68,17	2-Ethylhexyl methacrylate	Isodecyl methacrylate
