File Path	chrom:TIC.chm
Channel	TIC

Injection Information:
Data Vault	ChromeleonLocal
Injection	2026_04_17_9738
Injection Number	38
Position	148
Comment	3M PN7444 -- 28 Tage
Processing Method	VDA T-Ä Auswertung Logemann
Instrument Method	SDM
Type	Unknown
Status	Finished
Injection Date	4/17/2026
Injection Time	9:00:48 PM
Injection Volume (µl)	20.00
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	3.002335
Time Max. (min)	60.001645
Data Points	16760
Detector	ISQ
Generating Data System	Chromeleon 7.2.9 Build 11323 (300176)
Exporting Data System	Chromeleon 7.2.9.0
Operator	Instrument Controller
Signal Quantity	Intensity
Signal Unit	counts
Signal Min.	2,353,989.479998
Signal Max.	5,350,993,072.447250
Channel	TIC
Driver Name	Thermo.MassSpectrometer
Channel Type	Evaluation
Min. Step (s)	0.204
Max. Step (s)	0.2041
Average Step (s)	0.20406698

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (counts)
4.917163	0.2041	4,837,139.568980
4.920565	0.2041	4,914,669.478507
4.923965	0.204	4,937,133.493015
4.927367	0.2041	4,883,010.772122
4.930768	0.2041	4,946,650.637925
4.934168	0.204	4,960,484.040375
4.937570	0.2041	5,040,228.006023
4.940972	0.2041	5,075,315.545962
4.944372	0.204	4,829,802.082504
4.947773	0.2041	4,723,100.873940
4.951175	0.2041	4,794,788.006633
4.954575	0.204	4,782,212.209329
4.957977	0.2041	4,818,584.556497
4.961378	0.2041	4,946,816.829949
4.964778	0.204	5,098,912.434801
4.968180	0.2041	5,087,642.868754
4.971582	0.2041	5,043,931.080999
4.974982	0.204	5,099,279.872505
4.978383	0.2041	5,166,827.926637
4.981785	0.2041	5,284,860.505435
4.985185	0.204	5,376,926.589902
4.988587	0.2041	5,417,546.592739
4.991988	0.2041	5,326,831.474282
4.995388	0.204	5,161,569.163327
4.998790	0.2041	5,057,882.300538
5.002192	0.2041	5,029,339.320781
5.005592	0.204	5,102,760.975242
5.008993	0.2041	5,125,658.046593
5.012395	0.2041	5,021,224.671079
5.015795	0.204	5,057,861.666878
5.019197	0.2041	5,011,085.726874
5.022598	0.2041	4,877,739.279883
5.025998	0.204	5,063,625.959645
5.029400	0.2041	5,008,203.477119
5.032802	0.2041	4,919,890.732723
5.036202	0.204	4,940,256.237907
5.039603	0.2041	4,866,660.133454
5.043005	0.2041	4,980,013.972551
5.046405	0.204	4,914,856.645858
5.049807	0.2041	4,923,728.591131
5.053208	0.2041	4,945,387.721086
5.056608	0.204	4,821,749.863134
5.060010	0.2041	4,801,901.280937
5.063412	0.2041	4,802,513.878681
5.066812	0.204	4,858,448.435990
5.070213	0.2041	4,826,912.178989
5.073615	0.2041	4,807,811.923100
5.077015	0.204	4,872,945.334492
