File Path	chrom:TIC.chm
Channel	TIC

Injection Information:
Data Vault	ChromeleonLocal
Injection	2026_04_17_1129
Injection Number	35
Position	145
Comment	3M DP6330 -- 28 Tage
Processing Method	VDA T-Ä Auswertung Logemann
Instrument Method	SDM
Type	Unknown
Status	Finished
Injection Date	4/17/2026
Injection Time	5:42:10 PM
Injection Volume (µl)	20.00
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	3.000520
Time Max. (min)	59.996430
Data Points	16759
Detector	ISQ
Generating Data System	Chromeleon 7.2.9 Build 11323 (300176)
Exporting Data System	Chromeleon 7.2.9.0
Operator	Instrument Controller
Signal Quantity	Intensity
Signal Unit	counts
Signal Min.	1,702,656.518569
Signal Max.	6,296,826,717.134330
Channel	TIC
Driver Name	Thermo.MassSpectrometer
Channel Type	Evaluation
Min. Step (s)	0.204
Max. Step (s)	0.2041
Average Step (s)	0.20406699

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (counts)
10.122457	0.204	5,120,141.342003
10.125858	0.2041	4,896,269.347356
10.129260	0.2041	4,849,225.061706
10.132660	0.204	4,873,951.618892
10.136062	0.2041	4,767,725.592385
10.139463	0.2041	4,595,581.548067
10.142863	0.204	4,577,600.955166
10.146265	0.2041	4,493,910.920780
10.149667	0.2041	4,414,131.614286
10.153067	0.204	4,434,790.492664
10.156468	0.2041	4,331,267.668892
10.159870	0.2041	4,326,861.090424
10.163270	0.204	4,374,431.919557
10.166672	0.2041	4,247,764.135573
10.170073	0.2041	4,247,605.431576
10.173473	0.204	4,361,574.633783
10.176875	0.2041	4,339,734.275384
10.180277	0.2041	4,275,059.338576
10.183677	0.204	4,142,074.322695
10.187078	0.2041	3,974,180.640784
10.190480	0.2041	3,966,660.340875
10.193882	0.2041	4,011,006.987031
10.197282	0.204	3,977,835.928827
10.200683	0.2041	3,938,096.316739
10.204085	0.2041	3,940,126.967853
10.207485	0.204	3,855,241.939006
10.210887	0.2041	3,858,192.624030
10.214288	0.2041	3,859,539.166749
10.217688	0.204	3,772,871.797113
10.221090	0.2041	3,802,808.971445
10.224492	0.2041	3,758,877.891672
10.227892	0.204	3,772,020.686092
10.231293	0.2041	3,777,767.218390
10.234695	0.2041	3,675,540.938120
10.238095	0.204	3,666,049.738172
10.241497	0.2041	3,739,886.397894
10.244898	0.2041	3,748,452.196753
10.248298	0.204	3,607,425.495882
10.251700	0.2041	3,518,982.926903
10.255102	0.2041	3,560,468.233293
10.258502	0.204	3,541,715.042747
10.261903	0.2041	3,473,894.414437
10.265305	0.2041	3,459,234.950914
10.268705	0.204	3,540,361.633405
10.272107	0.2041	3,541,024.770316
10.275508	0.2041	3,341,638.041177
10.278908	0.204	3,375,384.491611
10.282310	0.2041	3,520,187.604598
10.285712	0.2041	3,465,587.447896
10.289112	0.204	3,463,102.233210
10.292513	0.2041	3,431,848.885523
10.295915	0.2041	3,449,263.183301
10.299315	0.204	3,521,962.261001
10.302717	0.2041	3,401,355.038731
10.306118	0.2041	3,370,518.018483
10.309518	0.204	3,370,031.217191
10.312920	0.2041	3,365,441.747696
10.316322	0.2041	3,341,108.273232
10.319722	0.204	3,296,101.977896
10.323123	0.2041	3,392,759.821265
10.326525	0.2041	3,400,727.828693
10.329925	0.204	3,287,949.471776
10.333327	0.2041	3,308,128.897267
10.336728	0.2041	3,443,600.255956
10.340128	0.204	3,561,953.909575
10.343530	0.2041	3,449,382.457981
10.346932	0.2041	3,394,065.674394
10.350332	0.204	3,420,386.311523
10.353733	0.2041	3,260,373.535693
10.357135	0.2041	3,293,562.236892
10.360535	0.204	3,280,255.453112
10.363937	0.2041	3,229,626.274144
10.367338	0.2041	3,265,073.194462
10.370738	0.204	3,266,330.226369
10.374140	0.2041	3,355,455.973101
10.377542	0.2041	3,351,231.118347
10.380942	0.204	3,275,763.056085
10.384343	0.2041	3,251,889.419899
10.387745	0.2041	3,280,805.812711
10.391145	0.204	3,290,517.143002
10.394547	0.2041	3,185,339.196996
10.397948	0.2041	3,152,324.197773
10.401348	0.204	3,169,261.548620
10.404750	0.2041	3,142,054.791101
10.408152	0.2041	3,200,074.845121
10.411552	0.204	3,286,408.724767
10.414953	0.2041	3,301,392.413540
10.418355	0.2041	3,188,858.954708
10.421755	0.204	3,180,726.112259
10.425157	0.2041	3,283,680.809665
10.428558	0.2041	3,258,133.995550
10.431958	0.204	3,196,072.978255
10.435360	0.2041	3,250,474.818558
10.438762	0.2041	3,283,228.701265
10.442162	0.204	3,221,223.140750
10.445563	0.2041	3,334,529.695533
10.448965	0.2041	3,352,589.269631
10.452365	0.204	3,223,720.389276
10.455767	0.2041	3,203,786.551827
10.459168	0.2041	3,213,583.348949
10.462568	0.204	3,319,866.045257
10.465970	0.2041	3,310,067.641134
10.469372	0.2041	3,255,814.303989
10.472772	0.204	3,326,781.577458
10.476173	0.2041	3,267,405.989216
10.479575	0.2041	3,232,401.535157
10.482975	0.204	3,199,444.159761
10.486377	0.2041	3,172,308.993007
10.489778	0.2041	3,263,120.653749
10.493178	0.204	3,295,459.342731
10.496580	0.2041	3,350,390.452453
10.499982	0.2041	3,331,100.953563
10.503382	0.204	3,350,222.318274
10.506783	0.2041	3,429,495.704233
10.510185	0.2041	3,569,829.544518
10.513585	0.204	3,686,752.590649
10.516987	0.2041	3,586,372.618394
10.520388	0.2041	3,554,131.319673
10.523788	0.204	3,606,541.456516
10.527190	0.2041	3,646,426.584023
10.530592	0.2041	3,528,374.197005
10.533992	0.204	3,391,057.433693
10.537393	0.2041	3,472,677.738310
10.540795	0.2041	3,516,464.249438
10.544195	0.204	3,383,849.852692
10.547597	0.2041	3,291,802.761402
10.550998	0.2041	3,289,191.188694
10.554400	0.2041	3,310,731.619791
10.557800	0.204	3,332,898.901611
10.561202	0.2041	3,170,464.071688
10.564603	0.2041	3,094,879.410949
10.568003	0.204	3,173,030.268268
10.571405	0.2041	3,073,718.414945
10.574807	0.2041	3,092,218.299646
10.578207	0.204	3,150,449.043459
10.581608	0.2041	3,005,414.446711
10.585010	0.2041	2,943,521.246769
10.588410	0.204	2,990,887.797413
10.591812	0.2041	3,028,801.772402
10.595213	0.2041	3,107,024.958402
10.598613	0.204	3,110,818.653210
10.602015	0.2041	3,059,039.918879
10.605417	0.2041	3,074,618.350618
10.608817	0.204	3,019,956.525997
10.612218	0.2041	3,004,712.291756
10.615620	0.2041	3,026,733.752428
10.619020	0.204	2,964,509.637834
10.622422	0.2041	2,907,207.531733
10.625823	0.2041	3,007,674.903578
10.629223	0.204	3,048,009.274402
10.632625	0.2041	2,945,234.337593
10.636027	0.2041	3,072,154.963830
10.639427	0.204	3,151,808.687365
10.642828	0.2041	3,071,001.748969
10.646230	0.2041	3,071,299.189104
10.649630	0.204	3,009,929.378625
10.653032	0.2041	2,932,677.681586
10.656433	0.2041	2,939,221.658372
10.659833	0.204	3,097,918.326945
10.663235	0.2041	3,097,900.248119
10.666637	0.2041	3,030,768.163099
10.670037	0.204	3,092,910.611702
10.673438	0.2041	2,997,666.420772
10.676840	0.2041	3,100,722.972326
10.680240	0.204	3,210,752.558473
10.683642	0.2041	3,109,151.076667
10.687043	0.2041	3,147,584.454895
10.690443	0.204	3,157,560.306932
10.693845	0.2041	3,160,014.212472
10.697247	0.2041	3,164,563.659875
10.700647	0.204	3,211,255.116267
10.704048	0.2041	3,259,102.404154
10.707450	0.2041	3,204,443.724561
10.710850	0.204	3,147,740.463856
10.714252	0.2041	3,070,622.114942
10.717653	0.2041	3,057,957.014398
10.721053	0.204	3,011,630.305271
10.724455	0.2041	2,951,520.537769
10.727857	0.2041	3,003,758.408497
10.731257	0.204	3,010,100.513247
10.734658	0.2041	3,044,769.692259
10.738060	0.2041	3,183,993.601961
10.741460	0.204	3,130,607.724584
10.744862	0.2041	3,072,040.245798
10.748263	0.2041	3,052,234.893106
10.751663	0.204	3,022,783.533920
10.755065	0.2041	3,168,289.691967
10.758467	0.2041	3,239,699.206758
10.761867	0.204	3,088,946.101237
10.765268	0.2041	3,089,313.286222
10.768670	0.2041	3,256,954.356695
10.772070	0.204	3,175,878.711450
10.775472	0.2041	3,126,544.631132
10.778873	0.2041	3,327,907.061323
10.782273	0.204	3,463,666.566657
10.785675	0.2041	3,435,069.060351
10.789077	0.2041	3,395,948.008343
10.792477	0.204	3,380,480.437218
10.795878	0.2041	3,277,260.421781
10.799280	0.2041	3,260,712.947426
10.802680	0.204	3,326,952.406501
10.806082	0.2041	3,329,318.113551
10.809483	0.2041	3,265,219.400883
10.812883	0.204	3,254,238.313434
10.816285	0.2041	3,280,829.443261
10.819687	0.2041	3,207,188.726854
10.823087	0.204	3,231,512.897720
10.826488	0.2041	3,191,592.441296
10.829890	0.2041	3,042,808.173167
10.833290	0.204	3,006,326.038649
10.836692	0.2041	2,990,577.168235
10.840093	0.2041	2,999,493.359550
10.843493	0.204	3,018,648.212321
10.846895	0.2041	2,983,413.958228
10.850297	0.2041	3,024,958.791222
10.853697	0.204	3,040,038.265976
10.857098	0.2041	2,957,769.816459
10.860500	0.2041	3,056,400.061337
10.863900	0.204	3,167,401.916426
10.867302	0.2041	3,153,252.339795
10.870703	0.2041	3,058,930.933699
10.874103	0.204	3,010,185.354407
10.877505	0.2041	3,047,676.898431
10.880907	0.2041	3,102,566.624724
10.884307	0.204	3,197,048.808956
10.887708	0.2041	3,148,836.373477
10.891110	0.2041	3,118,757.826191
10.894510	0.204	3,113,841.113864
10.897912	0.2041	3,062,970.176559
10.901313	0.2041	3,133,077.637204
10.904713	0.204	3,127,822.838235
10.908115	0.2041	3,031,800.001727
10.911517	0.2041	2,937,379.679627
10.914918	0.2041	2,918,365.180255
10.918318	0.204	2,985,537.241182
10.921720	0.2041	2,992,919.001478
10.925122	0.2041	2,889,266.016733
10.928522	0.204	2,895,549.763049
10.931923	0.2041	2,957,671.971783
10.935325	0.2041	2,887,622.244172
10.938725	0.204	2,896,763.982448
10.942127	0.2041	2,917,641.762167
10.945528	0.2041	2,901,790.658839
10.948928	0.204	2,881,475.142052
10.952330	0.2041	2,851,569.280519
10.955732	0.2041	2,969,377.186301
10.959132	0.204	2,976,779.199524
10.962533	0.2041	2,965,928.595257
10.965935	0.2041	3,055,606.825924
10.969335	0.204	3,077,192.024884
10.972737	0.2041	2,966,409.880366
10.976138	0.2041	2,914,114.772004
10.979538	0.204	3,092,477.983718
10.982940	0.2041	3,141,558.929575
10.986342	0.2041	3,039,783.657478
10.989742	0.204	3,079,562.948685
10.993143	0.2041	3,123,046.191519
10.996545	0.2041	3,245,318.395365
10.999945	0.204	3,606,134.161386
11.003347	0.2041	4,220,369.875360
11.006748	0.2041	5,218,290.781906
11.010148	0.204	6,843,379.173780
11.013550	0.2041	9,464,248.439443
11.016952	0.2041	13,466,115.023949
11.020352	0.204	19,392,101.980537
11.023753	0.2041	27,670,024.085125
11.027155	0.2041	38,803,732.909867
11.030555	0.204	53,564,809.640965
11.033957	0.2041	70,952,912.837484
11.037358	0.2041	87,405,090.392811
11.040758	0.204	105,316,404.737505
11.044160	0.2041	124,581,652.648583
11.047562	0.2041	141,645,696.001335
11.050962	0.204	157,718,773.160982
11.054363	0.2041	166,879,273.592990
11.057765	0.2041	169,104,032.581231
11.061165	0.204	165,844,809.963906
11.064567	0.2041	154,707,012.678801
11.067968	0.2041	139,665,379.363378
11.071368	0.204	120,764,750.090748
11.074770	0.2041	101,327,427.109900
11.078172	0.2041	84,389,688.979356
11.081572	0.204	68,205,315.562656
11.084973	0.2041	53,744,857.259376
11.088375	0.2041	41,844,309.420892
11.091775	0.204	32,009,791.384953
11.095177	0.2041	23,830,326.936251
11.098578	0.2041	18,284,605.098710
11.101978	0.204	14,321,938.190846
11.105380	0.2041	11,125,896.659774
11.108782	0.2041	9,280,678.302060
11.112182	0.204	7,791,113.437896
11.115583	0.2041	6,554,868.582844
11.118985	0.2041	6,002,606.980114
11.122385	0.204	5,438,019.652061
11.125787	0.2041	5,138,809.149084
11.129188	0.2041	5,007,525.860169
11.132588	0.204	4,821,124.331403
11.135990	0.2041	4,955,251.908074
11.139392	0.2041	4,918,812.038758
11.142792	0.204	4,879,383.280735
11.146193	0.2041	5,244,196.210863
11.149595	0.2041	5,858,466.224947
11.152995	0.204	6,484,185.239172
11.156397	0.2041	8,014,427.549437
11.159798	0.2041	11,457,798.138054
11.163198	0.204	17,117,816.056522
11.166600	0.2041	27,734,209.909578
11.170002	0.2041	47,420,707.681834
11.173402	0.204	81,482,426.658523
11.176803	0.2041	136,062,114.698497
11.180205	0.2041	224,690,926.331991
11.183605	0.204	366,430,710.629844
11.187007	0.2041	582,213,910.060087
11.190408	0.2041	901,576,284.422574
11.193808	0.204	1,318,640,377.141520
11.197210	0.2041	1,765,933,222.475570
11.200612	0.2041	2,239,161,022.556470
11.204012	0.204	2,657,877,823.852490
11.207413	0.2041	2,927,762,502.053200
11.210815	0.2041	3,187,846,153.263790
11.214215	0.204	3,409,110,869.054610
11.217617	0.2041	3,543,617,557.926320
11.221018	0.2041	3,653,500,969.631060
11.224418	0.204	3,720,526,212.682430
11.227820	0.2041	3,735,467,588.175690
11.231222	0.2041	3,695,902,404.012980
11.234622	0.204	3,599,957,019.761770
11.238023	0.2041	3,388,341,960.438370
11.241425	0.2041	3,157,431,784.299690
11.244825	0.204	2,869,047,648.516660
11.248227	0.2041	2,465,771,807.356630
11.251628	0.2041	2,050,301,576.701300
11.255028	0.204	1,570,840,574.633010
11.258430	0.2041	1,099,077,272.948810
11.261832	0.2041	738,764,403.358877
11.265232	0.204	490,217,762.168982
11.268633	0.2041	309,393,733.864454
11.272035	0.2041	186,955,672.790821
11.275437	0.2041	131,270,952.784019
11.278837	0.204	88,215,120.177363
11.282238	0.2041	60,095,909.059342
11.285640	0.2041	47,728,491.895555
11.289040	0.204	36,822,961.575752
11.292442	0.2041	31,755,312.498623
11.295843	0.2041	28,344,142.341870
11.299243	0.204	26,209,262.097053
11.302645	0.2041	24,458,692.482724
11.306047	0.2041	22,335,457.020377
11.309447	0.204	21,018,632.192185
11.312848	0.2041	20,409,006.559780
11.316250	0.2041	20,125,064.585777
11.319650	0.204	19,414,952.909750
11.323052	0.2041	18,597,611.610902
11.326453	0.2041	18,438,275.426205
11.329853	0.204	17,990,291.513707
11.333255	0.2041	16,995,582.449945
11.336657	0.2041	16,197,686.945414
11.340057	0.204	15,894,865.974739
11.343458	0.2041	15,859,561.074573
11.346860	0.2041	15,490,640.080353
11.350260	0.204	14,744,978.416203
11.353662	0.2041	14,209,994.049546
11.357063	0.2041	14,112,195.742803
11.360463	0.204	13,657,589.414156
11.363865	0.2041	13,371,670.830495
11.367267	0.2041	13,283,614.199698
11.370667	0.204	12,801,908.275770
11.374068	0.2041	12,848,474.439047
11.377470	0.2041	12,890,687.142289
11.380870	0.204	12,547,550.482755
11.384272	0.2041	12,236,730.845678
11.387673	0.2041	12,229,714.082906
11.391073	0.204	12,201,421.955603
11.394475	0.2041	11,775,796.587461
11.397877	0.2041	11,780,172.479358
11.401277	0.204	11,638,213.778260
11.404678	0.2041	11,273,814.182928
11.408080	0.2041	11,139,465.177310
11.411480	0.204	11,094,624.946756
11.414882	0.2041	11,225,842.286304
11.418283	0.2041	10,966,590.849981
11.421683	0.204	10,657,872.271677
11.425085	0.2041	10,614,407.127085
11.428487	0.2041	10,556,843.275562
11.431887	0.204	10,357,043.834337
11.435288	0.2041	9,842,874.018585
11.438690	0.2041	9,533,764.770665
11.442090	0.204	9,433,543.119422
11.445492	0.2041	9,147,312.548923
11.448893	0.2041	9,105,870.021676
11.452293	0.204	9,122,862.785396
11.455695	0.2041	8,956,284.842932
11.459097	0.2041	8,880,030.838673
11.462497	0.204	8,763,894.640772
11.465898	0.2041	8,616,147.072548
11.469300	0.2041	8,446,355.702335
11.472700	0.204	8,416,715.290728
11.476102	0.2041	8,186,379.727505
11.479503	0.2041	7,870,751.383026
11.482903	0.204	8,083,220.714892
11.486305	0.2041	8,030,685.969183
11.489707	0.2041	7,858,085.868221
11.493107	0.204	7,884,243.381973
11.496508	0.2041	7,810,730.715013
11.499910	0.2041	7,798,911.742814
11.503310	0.204	7,924,243.911297
11.506712	0.2041	7,824,875.430702
11.510113	0.2041	7,448,921.475646
11.513513	0.204	7,426,277.245264
11.516915	0.2041	7,422,898.638678
11.520317	0.2041	7,357,014.844060
11.523717	0.204	7,360,217.101330
11.527118	0.2041	7,253,389.676288
11.530520	0.2041	7,153,130.342036
11.533920	0.204	7,020,804.323708
11.537322	0.2041	6,915,246.291116
11.540723	0.2041	6,869,553.049964
11.544123	0.204	6,687,391.705818
11.547525	0.2041	6,566,323.764408
11.550927	0.2041	6,575,656.789156
11.554327	0.204	6,495,002.047908
11.557728	0.2041	6,387,493.291497
11.561130	0.2041	6,293,230.400938
11.564530	0.204	6,361,908.899402
11.567932	0.2041	6,453,877.742348
11.571333	0.2041	6,627,829.837860
11.574733	0.204	6,635,823.098112
11.578135	0.2041	6,580,307.727606
11.581537	0.2041	6,815,731.671267
11.584937	0.204	6,824,862.066476
11.588338	0.2041	6,844,471.515180
11.591740	0.2041	6,757,951.913565
11.595140	0.204	6,556,289.249026
11.598542	0.2041	6,626,480.282809
11.601943	0.2041	6,635,961.454242
11.605343	0.204	6,498,550.257469
11.608745	0.2041	6,512,822.823627
11.612147	0.2041	6,567,219.174033
11.615547	0.204	6,432,275.322256
11.618948	0.2041	6,224,246.043819
11.622350	0.2041	6,099,259.161450
11.625750	0.204	6,212,878.479390
11.629152	0.2041	6,219,315.172938
11.632553	0.2041	6,084,186.834448
11.635955	0.2041	6,107,053.360445
11.639355	0.204	6,066,027.844798
11.642757	0.2041	5,954,224.601225
11.646158	0.2041	5,974,041.499795
11.649558	0.204	6,011,765.371534
11.652960	0.2041	6,006,528.579708
11.656362	0.2041	6,031,167.209995
11.659762	0.204	5,796,064.730565
11.663163	0.2041	5,626,789.241291
11.666565	0.2041	5,851,689.410841
11.669965	0.204	5,839,270.813916
11.673367	0.2041	5,642,799.254833
11.676768	0.2041	5,686,943.210626
11.680168	0.204	5,692,721.340263
11.683570	0.2041	5,625,325.396716
11.686972	0.2041	5,511,804.953496
11.690372	0.204	5,387,772.995738
11.693773	0.2041	5,505,503.359240
11.697175	0.2041	5,542,466.852512
11.700575	0.204	5,351,553.181556
11.703977	0.2041	5,444,999.644316
11.707378	0.2041	5,523,387.621277
11.710778	0.204	5,243,147.492033
11.714180	0.2041	5,226,127.026733
11.717582	0.2041	5,318,488.191068
11.720982	0.204	5,242,066.993487
11.724383	0.2041	5,206,188.448402
11.727785	0.2041	5,159,456.654453
11.731185	0.204	5,320,566.810604
11.734587	0.2041	5,311,665.581831
11.737988	0.2041	5,135,656.030196
11.741388	0.204	5,155,231.321138
11.744790	0.2041	5,099,509.348338
11.748192	0.2041	5,308,604.847648
11.751592	0.204	5,447,934.550854
11.754993	0.2041	5,215,952.917448
11.758395	0.2041	5,123,363.161048
11.761795	0.204	5,196,735.788293
11.765197	0.2041	5,137,972.053652
11.768598	0.2041	5,082,899.599917
11.771998	0.204	5,095,143.198808
11.775400	0.2041	4,856,024.197563
11.778802	0.2041	4,885,265.359070
11.782202	0.204	5,088,572.670203
11.785603	0.2041	5,035,174.627423
11.789005	0.2041	4,980,856.947110
11.792405	0.204	5,026,358.940901
11.795807	0.2041	5,059,080.372642
11.799208	0.2041	4,935,806.224432
11.802608	0.204	4,757,109.795026
11.806010	0.2041	4,707,524.985712
11.809412	0.2041	4,689,426.117397
11.812812	0.204	4,744,574.314843
11.816213	0.2041	4,823,061.947845
11.819615	0.2041	4,732,854.168095
11.823015	0.204	4,752,402.075904
11.826417	0.2041	4,816,578.303764
11.829818	0.2041	4,726,870.004934
11.833218	0.204	4,664,897.206332
11.836620	0.2041	4,597,264.992965
11.840022	0.2041	4,576,171.578961
11.843422	0.204	4,639,324.940096
11.846823	0.2041	4,623,378.828510
11.850225	0.2041	4,635,864.258194
11.853625	0.204	4,760,304.729384
11.857027	0.2041	4,870,863.425277
11.860428	0.2041	4,928,282.929242
11.863828	0.204	5,088,673.865970
11.867230	0.2041	5,251,323.981296
11.870632	0.2041	5,191,911.771023
11.874032	0.204	5,121,782.467631
11.877433	0.2041	5,158,822.047063
11.880835	0.2041	5,113,787.341766
11.884235	0.204	4,987,122.315579
11.887637	0.2041	5,155,445.793454
11.891038	0.2041	5,182,486.978817
11.894438	0.204	4,910,165.968360
11.897840	0.2041	4,935,076.641265
11.901242	0.2041	4,964,787.342934
11.904642	0.204	4,836,588.990728
11.908043	0.2041	4,898,385.418847
11.911445	0.2041	4,849,567.456718
11.914845	0.204	4,813,535.019183
11.918247	0.2041	5,111,458.793016
11.921648	0.2041	5,120,040.255210
11.925048	0.204	5,012,340.988318
11.928450	0.2041	5,121,427.543839
11.931852	0.2041	5,088,366.582731
11.935252	0.204	5,016,578.261464
11.938653	0.2041	5,065,950.236789
11.942055	0.2041	4,997,690.214935
11.945455	0.204	4,825,682.642168
11.948857	0.2041	4,657,363.076494
11.952258	0.2041	4,516,990.718311
11.955658	0.204	4,584,763.015589
11.959060	0.2041	4,593,484.950391
11.962462	0.2041	4,483,053.031518
11.965862	0.204	4,377,241.152473
11.969263	0.2041	4,339,262.464216
11.972665	0.2041	4,297,773.699182
11.976065	0.204	4,328,260.309366
11.979467	0.2041	4,453,724.026323
11.982868	0.2041	4,302,551.336705
11.986270	0.2041	4,216,653.020464
11.989670	0.204	4,187,205.702342
11.993072	0.2041	4,099,337.470750
11.996473	0.2041	4,109,838.002229
11.999873	0.204	4,078,414.627555
12.003275	0.2041	3,983,227.553042
12.006677	0.2041	3,957,924.013204
12.010077	0.204	4,111,894.544638
12.013478	0.2041	4,153,662.082926
12.016880	0.2041	4,051,213.966377
12.020280	0.204	4,031,933.737321
12.023682	0.2041	4,043,498.629700
12.027083	0.2041	4,137,069.304624
12.030483	0.204	4,154,880.198655
12.033885	0.2041	4,006,392.604674
12.037287	0.2041	4,017,417.939217
12.040687	0.204	4,134,085.105887
12.044088	0.2041	4,125,611.905155
12.047490	0.2041	4,082,234.236431
12.050890	0.204	4,034,189.534076
12.054292	0.2041	4,116,494.922978
12.057693	0.2041	4,231,131.328567
12.061093	0.204	4,124,612.662076
12.064495	0.2041	3,967,419.533716
12.067897	0.2041	4,076,910.512732
12.071297	0.204	4,235,369.730521
12.074698	0.2041	4,210,719.332332
12.078100	0.2041	4,194,671.324785
12.081500	0.204	4,223,030.105458
12.084902	0.2041	4,278,185.871478
12.088303	0.2041	4,275,538.173376
12.091703	0.204	4,223,659.285719
12.095105	0.2041	4,227,061.296058
12.098507	0.2041	4,179,102.877406
12.101907	0.204	4,095,950.341444
12.105308	0.2041	4,179,865.543003
12.108710	0.2041	4,070,295.976794
12.112110	0.204	3,942,408.478347
12.115512	0.2041	4,022,469.522372
12.118913	0.2041	3,979,108.292062
12.122313	0.204	3,969,035.717446
12.125715	0.2041	4,050,762.351767
12.129117	0.2041	4,088,177.214330
12.132517	0.204	4,002,457.880853
12.135918	0.2041	3,939,944.643187
12.139320	0.2041	4,020,001.301463
12.142720	0.204	4,013,545.355300
12.146122	0.2041	3,992,546.330004
12.149523	0.2041	4,146,851.011346
12.152923	0.204	4,168,554.372679
12.156325	0.2041	4,085,751.746590
12.159727	0.2041	4,134,114.099976
12.163127	0.204	4,043,279.760864
12.166528	0.2041	3,989,335.222717
12.169930	0.2041	4,240,365.933906
12.173330	0.204	4,203,003.644469
12.176732	0.2041	4,127,948.550706
12.180133	0.2041	4,406,654.710828
12.183533	0.204	4,416,744.019035
12.186935	0.2041	4,386,351.073574
12.190337	0.2041	4,490,272.254870
12.193737	0.204	4,376,062.401475
12.197138	0.2041	4,304,209.355780
12.200540	0.2041	4,330,867.842637
12.203940	0.204	4,414,653.513261
12.207342	0.2041	4,480,986.231935
12.210743	0.2041	4,495,966.816668
12.214143	0.204	4,479,495.162829
12.217545	0.2041	4,294,732.248691
12.220947	0.2041	4,335,058.744421
12.224347	0.204	4,458,862.751179
12.227748	0.2041	4,297,676.192430
12.231150	0.2041	4,355,415.150372
12.234550	0.204	4,353,873.190186
12.237952	0.2041	4,144,868.111704
12.241353	0.2041	4,332,894.559163
12.244753	0.204	4,452,683.292672
12.248155	0.2041	4,280,809.383228
12.251557	0.2041	4,265,371.693565
12.254957	0.204	4,395,991.165199
12.258358	0.2041	4,276,288.768966
12.261760	0.2041	4,187,390.199653
12.265160	0.204	4,314,925.614718
12.268562	0.2041	4,218,450.009937
12.271963	0.2041	4,160,651.176954
12.275363	0.204	4,180,914.242477
12.278765	0.2041	4,083,718.516385
12.282167	0.2041	3,964,486.418896
12.285567	0.204	3,962,681.037252
12.288968	0.2041	3,864,681.222074
12.292370	0.2041	3,851,842.957962
12.295770	0.204	3,957,612.290493
12.299172	0.2041	3,767,502.098892
12.302573	0.2041	3,775,155.624978
12.305973	0.204	3,873,535.431374
12.309375	0.2041	3,763,642.216931
12.312777	0.2041	3,767,723.849778
12.316177	0.204	3,841,038.174295
12.319578	0.2041	3,805,666.325851
12.322980	0.2041	3,768,620.717386
12.326382	0.2041	3,767,875.891467
12.329782	0.204	3,629,563.964517
12.333183	0.2041	3,664,853.486874
12.336585	0.2041	3,760,822.776640
12.339985	0.204	3,660,559.198913
12.343387	0.2041	3,627,743.157875
12.346788	0.2041	3,574,442.793945
12.350188	0.204	3,586,499.467726
12.353590	0.2041	3,684,181.512378
12.356992	0.2041	3,723,780.228006
12.360392	0.204	3,691,888.151635
12.363793	0.2041	3,621,177.400669
12.367195	0.2041	3,560,292.910727
12.370595	0.204	3,499,407.439843
12.373997	0.2041	3,526,770.502785
12.377398	0.2041	3,690,890.137743
12.380798	0.204	3,707,597.568572
12.384200	0.2041	3,684,183.561404
12.387602	0.2041	3,618,766.174241
12.391002	0.204	3,484,966.861868
12.394403	0.2041	3,662,897.389548
12.397805	0.2041	3,740,999.468928
12.401205	0.204	3,594,267.089907
12.404607	0.2041	3,569,101.850568
12.408008	0.2041	3,668,503.331696
12.411408	0.204	3,632,440.632504
12.414810	0.2041	3,559,903.039824
12.418212	0.2041	3,699,300.223262
12.421612	0.204	3,694,853.793776
12.425013	0.2041	3,548,054.291807
12.428415	0.2041	3,563,344.626933
12.431815	0.204	3,736,852.015005
12.435217	0.2041	3,714,121.989873
12.438618	0.2041	3,518,346.018999
12.442018	0.204	3,599,753.703672
12.445420	0.2041	3,601,689.837441
12.448822	0.2041	3,624,826.378777
12.452222	0.204	3,725,424.477644
12.455623	0.2041	3,615,114.996243
12.459025	0.2041	3,626,042.037713
12.462425	0.204	3,708,522.866469
12.465827	0.2041	3,685,555.350950
12.469228	0.2041	3,678,556.668074
12.472628	0.204	3,703,613.735328
12.476030	0.2041	3,629,414.644109
12.479432	0.2041	3,498,578.697239
12.482832	0.204	3,479,568.851987
12.486233	0.2041	3,554,354.423709
12.489635	0.2041	3,687,058.676433
12.493035	0.204	3,688,307.330365
12.496437	0.2041	3,497,997.540198
12.499838	0.2041	3,489,068.936693
12.503238	0.204	3,587,557.557376
12.506640	0.2041	3,530,074.333247
12.510042	0.2041	3,420,270.091111
12.513442	0.204	3,386,115.302523
12.516843	0.2041	3,479,566.648038
12.520245	0.2041	3,541,490.330519
12.523645	0.204	3,461,931.733949
12.527047	0.2041	3,457,466.351101
12.530448	0.2041	3,498,413.177230
12.533848	0.204	3,497,016.900880
12.537250	0.2041	3,535,266.392516
12.540652	0.2041	3,633,207.367766
12.544052	0.204	3,661,938.952234
12.547453	0.2041	3,784,617.718037
12.550855	0.2041	3,972,733.245609
12.554255	0.204	3,977,936.535372
12.557657	0.2041	4,157,777.477045
12.561058	0.2041	4,367,437.296783
12.564458	0.204	4,645,199.968049
12.567860	0.2041	5,080,490.217047
