File Path	chrom:TIC.chm
Channel	TIC

Injection Information:
Data Vault	ChromeleonLocal
Injection	2026_04_17_1129
Injection Number	35
Position	145
Comment	3M DP6330 -- 28 Tage
Processing Method	VDA T-Ä Auswertung Logemann
Instrument Method	SDM
Type	Unknown
Status	Finished
Injection Date	4/17/2026
Injection Time	5:42:10 PM
Injection Volume (µl)	20.00
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	3.000520
Time Max. (min)	59.996430
Data Points	16759
Detector	ISQ
Generating Data System	Chromeleon 7.2.9 Build 11323 (300176)
Exporting Data System	Chromeleon 7.2.9.0
Operator	Instrument Controller
Signal Quantity	Intensity
Signal Unit	counts
Signal Min.	1,702,656.518569
Signal Max.	6,296,826,717.134330
Channel	TIC
Driver Name	Thermo.MassSpectrometer
Channel Type	Evaluation
Min. Step (s)	0.204
Max. Step (s)	0.2041
Average Step (s)	0.20406699

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (counts)
4.340560	0.2041	4,395,855.870845
4.343960	0.204	4,307,285.783087
4.347362	0.2041	4,088,321.658208
4.350763	0.2041	3,873,324.186234
4.354163	0.204	3,747,782.766882
4.357565	0.2041	3,505,532.652870
4.360967	0.2041	3,333,667.769128
4.364367	0.204	3,281,062.474137
4.367768	0.2041	3,230,039.630794
4.371170	0.2041	3,177,293.908906
4.374570	0.204	3,084,544.748369
4.377972	0.2041	2,967,885.501115
4.381373	0.2041	3,064,130.080962
4.384773	0.204	3,122,813.613311
4.388175	0.2041	3,070,469.929801
4.391577	0.2041	3,060,830.649155
4.394977	0.204	3,060,116.938018
4.398378	0.2041	3,102,698.031464
4.401780	0.2041	3,228,909.416110
4.405180	0.204	3,383,120.801204
4.408582	0.2041	3,207,402.909619
4.411983	0.2041	3,165,261.196750
4.415383	0.204	3,305,470.665610
4.418785	0.2041	3,216,266.633012
4.422187	0.2041	3,255,243.667959
4.425587	0.204	3,231,179.051172
4.428988	0.2041	3,139,024.717872
4.432390	0.2041	3,261,053.857751
4.435790	0.204	3,218,407.612828
4.439192	0.2041	3,210,105.156178
4.442593	0.2041	3,305,289.899317
4.445993	0.204	3,306,430.700636
4.449395	0.2041	3,336,581.041619
4.452797	0.2041	3,275,584.302610
4.456197	0.204	3,371,082.238097
4.459598	0.2041	3,413,197.706123
4.463000	0.2041	3,368,845.500831
4.466400	0.204	3,533,428.000527
4.469802	0.2041	3,586,520.887954
4.473203	0.2041	3,690,509.173254
4.476603	0.204	3,828,650.230368
4.480005	0.2041	3,744,576.414792
4.483407	0.2041	3,777,593.583343
4.486807	0.204	3,851,103.110339
4.490208	0.2041	3,779,418.827308
4.493610	0.2041	3,811,916.907094
4.497010	0.204	3,826,807.543324
4.500412	0.2041	3,790,297.289667
4.503813	0.2041	3,950,428.130088
4.507213	0.204	4,030,530.118282
4.510615	0.2041	4,073,998.796679
4.514017	0.2041	4,232,900.485195
4.517417	0.204	4,283,427.057700
4.520818	0.2041	4,352,258.696199
4.524220	0.2041	4,389,203.285902
4.527620	0.204	4,353,193.140933
4.531022	0.2041	4,387,619.820561
4.534423	0.2041	4,396,812.946182
4.537823	0.204	4,471,244.716733
4.541225	0.2041	4,664,594.152281
4.544627	0.2041	4,702,117.030566
4.548027	0.204	4,576,456.882629
4.551428	0.2041	4,412,349.177014
4.554830	0.2041	4,464,663.130400
4.558230	0.204	4,524,265.968315
4.561632	0.2041	4,471,335.328519
4.565033	0.2041	4,576,770.404803
4.568433	0.204	4,492,143.537184
4.571835	0.2041	4,357,798.357242
4.575237	0.2041	4,489,627.550826
4.578638	0.2041	4,645,741.534804
4.582038	0.204	4,572,117.739023
4.585440	0.2041	4,358,157.761841
4.588842	0.2041	4,312,323.887123
4.592242	0.204	4,358,428.876345
4.595643	0.2041	4,362,354.887704
4.599045	0.2041	4,367,917.340612
4.602445	0.204	4,306,026.588162
4.605847	0.2041	4,335,923.605610
4.609248	0.2041	4,373,163.685830
4.612648	0.204	4,420,516.579427
4.616050	0.2041	4,670,591.217432
4.619452	0.2041	4,924,751.715750
4.622852	0.204	5,139,275.815531
4.626253	0.2041	5,370,468.982016
4.629655	0.2041	5,522,395.487015
4.633055	0.204	5,809,603.932109
4.636457	0.2041	6,067,232.432113
4.639858	0.2041	6,174,925.766408
4.643258	0.204	6,475,572.958485
4.646660	0.2041	6,664,244.295960
4.650062	0.2041	6,640,027.463759
4.653462	0.204	6,541,383.948031
4.656863	0.2041	6,448,974.525003
