File Path	chrom:TIC.chm
Channel	TIC

Injection Information:
Data Vault	ChromeleonLocal
Injection	2026_04_17_1125
Injection Number	44
Position	154
Comment	Betaforce 9075L -- 28 Tage
Processing Method	VDA T-Ä Auswertung Logemann
Instrument Method	SDM
Type	Unknown
Status	Finished
Injection Date	4/18/2026
Injection Time	3:37:04 AM
Injection Volume (µl)	20.00
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	3.001017
Time Max. (min)	60.000327
Data Points	16760
Detector	ISQ
Generating Data System	Chromeleon 7.2.9 Build 11323 (300176)
Exporting Data System	Chromeleon 7.2.9.0
Operator	Instrument Controller
Signal Quantity	Intensity
Signal Unit	counts
Signal Min.	1,707,992.916662
Signal Max.	11,291,955,169.814200
Channel	TIC
Driver Name	Thermo.MassSpectrometer
Channel Type	Evaluation
Min. Step (s)	0.204
Max. Step (s)	0.2041
Average Step (s)	0.20406698

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (counts)
4.885235	0.2041	4,002,947.699415
4.888635	0.204	4,013,842.849307
4.892037	0.2041	4,033,410.559445
4.895438	0.2041	4,049,030.658598
4.898838	0.204	4,024,943.107632
4.902240	0.2041	3,866,953.010394
4.905642	0.2041	3,928,650.530740
4.909042	0.204	4,005,390.128269
4.912443	0.2041	3,878,175.514645
4.915845	0.2041	3,991,725.974264
4.919245	0.204	3,978,235.010797
4.922647	0.2041	3,897,104.404201
4.926048	0.2041	3,931,734.045543
4.929448	0.204	3,879,585.144520
4.932850	0.2041	3,951,225.584773
4.936252	0.2041	3,941,874.645751
4.939652	0.204	3,883,101.156871
4.943053	0.2041	3,953,406.418576
4.946455	0.2041	3,973,367.779635
4.949855	0.204	3,993,077.601228
4.953257	0.2041	4,030,342.421151
4.956658	0.2041	3,986,459.435542
4.960058	0.204	3,879,833.363855
4.963460	0.2041	4,018,101.552763
4.966862	0.2041	4,154,920.684492
4.970262	0.204	4,078,728.656933
4.973663	0.2041	4,223,258.137372
4.977065	0.2041	4,382,457.132151
4.980465	0.204	4,350,124.007995
4.983867	0.2041	4,351,640.026220
4.987268	0.2041	4,461,659.348017
4.990670	0.2041	4,492,109.855716
4.994070	0.204	4,607,002.655306
4.997472	0.2041	4,656,628.111872
5.000873	0.2041	4,324,663.656565
5.004273	0.204	4,204,514.303503
5.007675	0.2041	4,343,546.425800
5.011077	0.2041	4,310,756.074887
5.014477	0.204	4,276,211.694804
5.017878	0.2041	4,307,767.663627
5.021280	0.2041	4,212,790.196403
5.024680	0.204	4,126,632.259625
5.028082	0.2041	4,060,117.593938
5.031483	0.2041	3,972,523.340150
5.034883	0.204	3,914,532.696743
5.038285	0.2041	3,961,887.251806
5.041687	0.2041	4,103,972.459353
5.045087	0.204	3,945,581.865371
5.048488	0.2041	3,729,341.537300
5.051890	0.2041	3,847,080.729742
5.055290	0.204	3,931,613.779401
5.058692	0.2041	3,907,015.480372
5.062093	0.2041	4,009,051.957829
5.065493	0.204	3,991,553.022804
5.068895	0.2041	3,779,354.568261
5.072297	0.2041	3,902,975.509337
5.075697	0.204	4,130,343.891645
