File Path	chrom:TIC.chm
Channel	TIC

Injection Information:
Data Vault	ChromeleonLocal
Injection	2026_04_17_1127
Injection Number	41
Position	151
Comment	Terroson EP 6055 -- 28 Tage
Processing Method	VDA T-Ä Auswertung Logemann
Instrument Method	SDM
Type	Unknown
Status	Finished
Injection Date	4/18/2026
Injection Time	12:19:03 AM
Injection Volume (µl)	20.00
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	3.000685
Time Max. (min)	59.999997
Data Points	16760
Detector	ISQ
Generating Data System	Chromeleon 7.2.9 Build 11323 (300176)
Exporting Data System	Chromeleon 7.2.9.0
Operator	Instrument Controller
Signal Quantity	Intensity
Signal Unit	counts
Signal Min.	1,995,061.855691
Signal Max.	4,573,773,407.227210
Channel	TIC
Driver Name	Thermo.MassSpectrometer
Channel Type	Evaluation
Min. Step (s)	0.204
Max. Step (s)	0.2041
Average Step (s)	0.20406699

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (counts)
13.054385	0.204	3,283,305.864805
13.057787	0.2041	3,321,595.975498
13.061188	0.2041	3,202,772.086622
13.064588	0.204	3,183,389.553233
13.067990	0.2041	3,283,256.218154
13.071392	0.2041	3,290,582.537229
13.074792	0.204	3,260,254.094865
13.078193	0.2041	3,282,562.102393
13.081595	0.2041	3,265,672.367778
13.084995	0.204	3,269,838.700957
13.088397	0.2041	3,233,106.402279
13.091798	0.2041	3,222,706.203590
13.095198	0.204	3,258,037.543441
13.098600	0.2041	3,245,185.493422
13.102002	0.2041	3,381,582.075539
13.105402	0.204	3,670,500.594413
13.108803	0.2041	3,984,134.316070
13.112205	0.2041	4,623,851.617832
13.115605	0.204	5,876,377.954279
13.119007	0.2041	8,433,142.248222
13.122408	0.2041	13,588,102.704963
13.125810	0.2041	21,857,675.034201
13.129210	0.204	34,654,550.911383
13.132612	0.2041	53,499,657.379538
13.136013	0.2041	79,565,100.900805
13.139413	0.204	111,209,138.432295
13.142815	0.2041	147,158,059.536381
13.146217	0.2041	183,278,636.398637
13.149617	0.204	217,297,322.140432
13.153018	0.2041	249,495,335.053515
13.156420	0.2041	276,914,903.401890
13.159820	0.204	297,003,272.589492
13.163222	0.2041	302,377,141.373429
13.166623	0.2041	293,324,355.921340
13.170023	0.204	278,862,773.250480
13.173425	0.2041	264,311,433.839388
13.176827	0.2041	233,738,371.616879
13.180227	0.204	196,894,827.630473
13.183628	0.2041	173,039,128.846332
13.187030	0.2041	143,635,049.868720
13.190430	0.204	115,611,730.289048
13.193832	0.2041	95,145,577.972415
13.197233	0.2041	75,408,983.557055
13.200633	0.204	60,541,519.043477
13.204035	0.2041	47,212,811.566724
13.207437	0.2041	36,266,697.965615
13.210837	0.204	29,072,160.269650
13.214238	0.2041	23,713,840.536636
13.217640	0.2041	19,922,100.824756
13.221040	0.204	16,977,648.920816
13.224442	0.2041	14,844,427.103770
13.227843	0.2041	13,333,496.431816
13.231243	0.204	12,096,725.614536
13.234645	0.2041	10,872,753.244542
13.238047	0.2041	10,108,277.418249
13.241447	0.204	9,791,257.258413
13.244848	0.2041	9,212,161.731390
13.248250	0.2041	8,623,617.001872
13.251650	0.204	8,302,230.814842
13.255052	0.2041	7,871,146.930439
13.258453	0.2041	7,329,126.042629
13.261853	0.204	7,036,748.276364
13.265255	0.2041	6,882,251.277942
13.268657	0.2041	6,742,148.943960
13.272057	0.204	6,606,056.728962
13.275458	0.2041	6,423,517.391476
13.278860	0.2041	6,185,358.105634
13.282260	0.204	6,028,193.574686
13.285662	0.2041	5,932,095.632261
13.289063	0.2041	5,621,772.255818
13.292463	0.204	5,420,997.805514
13.295865	0.2041	5,424,732.770912
13.299267	0.2041	5,398,914.327714
13.302667	0.204	5,398,711.060665
13.306068	0.2041	5,191,434.581058
13.309470	0.2041	5,061,758.216862
13.312870	0.204	5,097,752.015822
13.316272	0.2041	4,991,627.238033
13.319673	0.2041	4,924,608.813483
13.323073	0.204	4,956,176.077613
13.326475	0.2041	4,973,466.437735
13.329877	0.2041	4,922,376.969232
13.333277	0.204	4,939,501.003950
13.336678	0.2041	4,900,608.403339
13.340080	0.2041	4,812,037.146878
13.343480	0.204	4,757,968.609535
13.346882	0.2041	4,755,907.695932
13.350283	0.2041	4,802,542.743362
13.353683	0.204	4,722,787.144534
13.357085	0.2041	4,674,976.651287
13.360487	0.2041	4,609,627.346096
13.363887	0.204	4,460,776.155740
13.367288	0.2041	4,463,783.004974
13.370690	0.2041	4,533,866.333473
13.374090	0.204	4,525,870.132320
13.377492	0.2041	4,460,459.869373
13.380893	0.2041	4,346,955.350343
13.384293	0.204	4,356,371.947094
13.387695	0.2041	4,318,129.161614
13.391097	0.2041	4,312,749.203986
13.394497	0.204	4,350,810.488853
13.397898	0.2041	4,204,635.439546
13.401300	0.2041	4,224,785.067005
13.404700	0.204	4,324,918.856064
13.408102	0.2041	4,150,183.541137
13.411503	0.2041	4,081,170.175973
13.414903	0.204	4,211,033.361947
13.418305	0.2041	4,072,263.983173
13.421707	0.2041	4,057,054.523878
13.425107	0.204	4,127,691.854048
13.428508	0.2041	4,016,522.182532
13.431910	0.2041	4,029,350.048845
13.435310	0.204	4,050,168.994542
13.438712	0.2041	4,021,927.576793
13.442113	0.2041	4,012,381.454627
13.445513	0.204	4,035,983.456932
13.448915	0.2041	4,080,491.092135
13.452317	0.2041	4,161,289.687730
13.455717	0.204	4,119,187.043732
13.459118	0.2041	3,879,439.825692
13.462520	0.2041	3,922,424.297275
13.465920	0.204	3,977,032.292008
13.469322	0.2041	3,856,815.153699
13.472723	0.2041	3,917,117.503097
13.476125	0.2041	3,884,523.924750
13.479525	0.204	3,785,170.727050
13.482927	0.2041	3,736,042.367212
13.486328	0.2041	3,769,139.556301
13.489728	0.204	3,789,125.886518
13.493130	0.2041	3,684,051.854379
13.496532	0.2041	3,665,971.525696
13.499932	0.204	3,716,640.316964
13.503333	0.2041	3,728,345.068121
13.506735	0.2041	3,666,723.003592
13.510135	0.204	3,737,229.127136
13.513537	0.2041	3,862,990.951592
13.516938	0.2041	3,830,686.673527
13.520338	0.204	3,842,808.121805
13.523740	0.2041	4,026,849.923276
13.527142	0.2041	4,221,429.170861
13.530542	0.204	4,418,576.801753
13.533943	0.2041	4,745,943.561157
13.537345	0.2041	5,234,615.339895
13.540745	0.204	5,851,988.820503
13.544147	0.2041	6,486,235.658127
13.547548	0.2041	7,164,029.897675
13.550948	0.204	8,010,381.762459
13.554350	0.2041	8,665,925.511089
13.557752	0.2041	9,113,689.709169
13.561152	0.204	9,685,842.628960
13.564553	0.2041	10,022,024.578810
13.567955	0.2041	10,051,532.728815
13.571355	0.204	9,875,377.855867
13.574757	0.2041	9,349,883.829689
13.578158	0.2041	8,649,390.985511
13.581558	0.204	7,875,197.461669
13.584960	0.2041	7,169,302.007065
13.588362	0.2041	6,566,291.179885
13.591762	0.204	5,966,373.053836
13.595163	0.2041	5,364,563.878843
13.598565	0.2041	4,825,444.070356
13.601965	0.204	4,391,616.837030
13.605367	0.2041	4,041,532.489854
13.608768	0.2041	3,853,119.291727
13.612168	0.204	3,729,484.269685
13.615570	0.2041	3,629,142.935193
13.618972	0.2041	3,649,060.060975
13.622372	0.204	3,639,482.369427
13.625773	0.2041	3,611,511.287149
13.629175	0.2041	3,654,724.245008
13.632575	0.204	3,594,354.995946
13.635977	0.2041	3,629,851.203402
13.639378	0.2041	3,759,782.170954
13.642778	0.204	3,782,566.051200
13.646180	0.2041	3,763,124.162522
13.649582	0.2041	3,702,878.221051
13.652982	0.204	3,731,244.945694
13.656383	0.2041	3,858,530.291450
13.659785	0.2041	3,937,125.572400
13.663185	0.204	3,910,296.175433
13.666587	0.2041	3,991,756.132220
13.669988	0.2041	4,081,477.748326
13.673388	0.204	3,977,521.287822
13.676790	0.2041	3,837,741.368736
13.680192	0.2041	3,763,529.091737
13.683592	0.204	3,738,327.519917
13.686993	0.2041	3,693,383.278994
13.690395	0.2041	3,677,440.421789
13.693795	0.204	3,605,109.979963
13.697197	0.2041	3,508,848.390389
13.700598	0.2041	3,467,845.332238
13.703998	0.204	3,413,070.277534
13.707400	0.2041	3,382,946.342370
13.710802	0.2041	3,427,495.295199
13.714202	0.204	3,525,178.413780
13.717603	0.2041	3,528,732.779767
13.721005	0.2041	3,403,051.810477
13.724405	0.204	3,397,965.685169
13.727807	0.2041	3,381,409.579253
13.731208	0.2041	3,376,400.286642
13.734608	0.204	3,547,204.140566
13.738010	0.2041	3,615,937.140884
13.741412	0.2041	3,450,651.795064
13.744812	0.204	3,399,779.988561
13.748213	0.2041	3,527,656.417860
13.751615	0.2041	3,468,535.685690
13.755015	0.204	3,438,365.755360
13.758417	0.2041	3,543,704.358441
13.761818	0.2041	3,500,919.466560
13.765218	0.204	3,380,471.582961
13.768620	0.2041	3,338,544.025607
13.772022	0.2041	3,338,518.642669
13.775422	0.204	3,367,557.607798
13.778823	0.2041	3,397,591.895144
13.782225	0.2041	3,457,701.922687
13.785625	0.204	3,493,075.184318
13.789027	0.2041	3,469,322.525361
13.792428	0.2041	3,535,360.021738
13.795828	0.204	3,520,365.844545
13.799230	0.2041	3,477,920.235647
13.802632	0.2041	3,490,240.515917
13.806032	0.204	3,524,743.029091
13.809433	0.2041	3,527,829.297144
13.812835	0.2041	3,457,345.437694
13.816235	0.204	3,582,141.866492
13.819637	0.2041	3,651,191.299011
13.823038	0.2041	3,494,321.193042
13.826438	0.204	3,446,734.512835
13.829840	0.2041	3,362,463.215328
13.833242	0.2041	3,438,608.975623
13.836643	0.2041	3,556,790.159741
13.840043	0.204	3,533,453.982005
13.843445	0.2041	3,612,351.657169
13.846847	0.2041	3,492,501.305030
13.850247	0.204	3,507,543.061333
13.853648	0.2041	3,592,823.738504
13.857050	0.2041	3,446,633.423365
13.860450	0.204	3,392,327.607696
13.863852	0.2041	3,367,355.477578
13.867253	0.2041	3,332,192.489636
13.870653	0.204	3,377,322.331460
13.874055	0.2041	3,433,777.207800
13.877457	0.2041	3,362,611.232061
13.880857	0.204	3,336,108.523747
13.884258	0.2041	3,344,329.183057
13.887660	0.2041	3,303,735.698554
13.891060	0.204	3,328,419.391643
13.894462	0.2041	3,326,265.806464
13.897863	0.2041	3,311,338.665339
13.901263	0.204	3,368,740.794466
13.904665	0.2041	3,453,183.651458
13.908067	0.2041	3,398,721.792223
13.911467	0.204	3,360,337.404184
13.914868	0.2041	3,388,616.250633
13.918270	0.2041	3,395,984.962071
13.921670	0.204	3,480,875.240702
13.925072	0.2041	3,556,717.133199
13.928473	0.2041	3,488,938.817383
13.931873	0.204	3,387,572.885422
13.935275	0.2041	3,334,697.450539
13.938677	0.2041	3,301,101.199202
13.942077	0.204	3,349,835.689940
13.945478	0.2041	3,418,742.981599
13.948880	0.2041	3,325,977.719897
13.952280	0.204	3,200,686.928184
13.955682	0.2041	3,394,484.509523
13.959083	0.2041	3,508,555.509760
13.962483	0.204	3,417,389.576815
13.965885	0.2041	3,489,418.131535
13.969287	0.2041	3,503,949.523497
13.972687	0.204	3,507,814.657935
13.976088	0.2041	3,610,471.292793
13.979490	0.2041	3,618,476.831137
13.982890	0.204	3,680,914.464840
13.986292	0.2041	3,666,974.320702
13.989693	0.2041	3,539,669.342375
13.993093	0.204	3,527,728.657531
13.996495	0.2041	3,438,873.219849
13.999897	0.2041	3,397,409.549418
14.003297	0.204	3,527,417.143783
14.006698	0.2041	3,575,872.541822
14.010100	0.2041	3,455,527.498224
14.013500	0.204	3,404,000.351138
14.016902	0.2041	3,380,827.199126
14.020303	0.2041	3,365,970.786581
14.023703	0.204	3,440,149.374170
14.027105	0.2041	3,315,702.121853
14.030507	0.2041	3,265,253.934479
14.033907	0.204	3,356,847.266379
14.037308	0.2041	3,282,258.089436
14.040710	0.2041	3,227,584.021972
14.044110	0.204	3,299,202.434905
14.047512	0.2041	3,344,777.176622
14.050913	0.2041	3,282,006.999160
14.054313	0.204	3,322,597.946475
14.057715	0.2041	3,414,713.251170
14.061117	0.2041	3,352,027.295681
14.064517	0.204	3,414,611.718768
14.067918	0.2041	3,420,508.157034
14.071320	0.2041	3,203,119.945421
14.074720	0.204	3,260,438.861798
14.078122	0.2041	3,363,230.019150
14.081523	0.2041	3,304,314.405091
14.084923	0.204	3,428,739.459211
14.088325	0.2041	3,516,306.907541
14.091727	0.2041	3,368,028.932818
14.095127	0.204	3,262,259.500722
14.098528	0.2041	3,327,177.393486
14.101930	0.2041	3,362,587.756113
14.105330	0.204	3,309,363.367150
14.108732	0.2041	3,331,432.437494
14.112133	0.2041	3,414,452.695044
14.115533	0.204	3,392,208.550980
14.118935	0.2041	3,537,901.700380
14.122337	0.2041	3,662,970.822252
14.125737	0.204	3,645,277.222825
14.129138	0.2041	3,686,845.423518
14.132540	0.2041	3,625,458.260400
14.135940	0.204	3,601,721.893415
14.139342	0.2041	3,698,735.365425
14.142743	0.2041	3,629,675.994782
14.146143	0.204	3,623,170.123857
14.149545	0.2041	3,804,752.662110
14.152947	0.2041	3,721,919.153053
14.156347	0.204	3,697,684.457137
14.159748	0.2041	3,730,281.108834
14.163150	0.2041	3,611,405.976424
14.166550	0.204	3,653,837.546681
14.169952	0.2041	3,741,502.700404
14.173353	0.2041	3,651,322.386637
14.176755	0.2041	3,586,062.519283
14.180155	0.204	3,594,435.260725
14.183557	0.2041	3,651,883.639593
14.186958	0.2041	3,612,859.804665
14.190358	0.204	3,519,351.677792
14.193760	0.2041	3,540,050.148878
14.197162	0.2041	3,658,483.208452
14.200562	0.204	3,714,031.976171
14.203963	0.2041	3,646,270.389295
14.207365	0.2041	3,609,713.152044
14.210765	0.204	3,643,658.672633
14.214167	0.2041	3,764,950.526135
14.217568	0.2041	3,720,677.000385
14.220968	0.204	3,595,538.591482
14.224370	0.2041	3,609,829.007158
14.227772	0.2041	3,560,497.492290
14.231172	0.204	3,568,011.316725
14.234573	0.2041	3,696,998.194164
14.237975	0.2041	3,745,436.959874
14.241375	0.204	3,786,696.823558
14.244777	0.2041	3,841,261.502291
14.248178	0.2041	4,140,713.004722
14.251578	0.204	4,928,105.381084
14.254980	0.2041	5,850,200.432095
14.258382	0.2041	7,632,206.422248
14.261782	0.204	10,767,346.608364
14.265183	0.2041	15,249,574.394719
14.268585	0.2041	22,569,893.012695
14.271985	0.204	33,604,141.239991
14.275387	0.2041	50,048,029.459600
14.278788	0.2041	73,423,443.157479
14.282188	0.204	102,196,104.929149
14.285590	0.2041	140,430,186.332120
14.288992	0.2041	189,152,919.047607
14.292392	0.204	245,756,727.616669
14.295793	0.2041	310,823,059.360979
14.299195	0.2041	377,019,805.150371
14.302595	0.204	440,724,619.742074
14.305997	0.2041	497,858,870.645978
14.309398	0.2041	543,431,657.532105
14.312798	0.204	584,164,774.667771
14.316200	0.2041	608,129,771.046338
14.319602	0.2041	603,098,057.181406
14.323002	0.204	577,578,702.363169
14.326403	0.2041	543,407,128.416273
14.329805	0.2041	495,516,073.180693
14.333205	0.204	430,244,803.614938
14.336607	0.2041	364,719,542.276970
14.340008	0.2041	296,414,532.708283
14.343408	0.204	233,415,979.672323
14.346810	0.2041	182,532,613.680587
14.350212	0.2041	137,063,309.195603
14.353612	0.204	101,230,230.444273
14.357013	0.2041	72,808,825.293131
14.360415	0.2041	51,169,738.508747
14.363815	0.204	35,932,418.452944
14.367217	0.2041	25,637,221.885922
14.370618	0.2041	18,981,325.912014
14.374018	0.204	13,987,580.912231
14.377420	0.2041	10,759,020.107158
14.380822	0.2041	8,963,731.862082
14.384222	0.204	7,732,366.957259
14.387623	0.2041	6,827,104.078650
14.391025	0.2041	6,271,969.848674
14.394425	0.204	5,979,303.994317
14.397827	0.2041	5,762,285.963846
14.401228	0.2041	5,684,301.737409
14.404628	0.204	5,483,449.038628
14.408030	0.2041	5,445,696.957277
14.411432	0.2041	5,457,118.608941
14.414832	0.204	5,298,789.634724
14.418233	0.2041	5,242,024.034907
14.421635	0.2041	5,113,300.529574
14.425035	0.204	4,993,137.604818
14.428437	0.2041	4,927,931.603148
14.431838	0.2041	4,947,924.655890
14.435238	0.204	4,879,154.302905
14.438640	0.2041	4,686,782.036964
14.442042	0.2041	4,691,062.902959
14.445442	0.204	4,733,480.880324
14.448843	0.2041	4,749,051.616026
14.452245	0.2041	4,771,987.894536
14.455645	0.204	4,720,109.760528
14.459047	0.2041	4,573,451.628794
14.462448	0.2041	4,660,081.328064
14.465848	0.204	4,831,711.336732
14.469250	0.2041	4,762,338.606317
14.472652	0.2041	4,796,348.900137
14.476052	0.204	4,895,679.273777
14.479453	0.2041	4,906,746.820379
14.482855	0.2041	5,036,548.501963
14.486255	0.204	5,239,928.094994
14.489657	0.2041	5,247,948.890451
14.493058	0.2041	5,189,797.525640
14.496458	0.204	5,270,117.164409
14.499860	0.2041	5,375,103.579351
14.503262	0.2041	5,326,924.679909
14.506662	0.204	5,170,350.358674
14.510063	0.2041	5,216,711.222960
14.513465	0.2041	5,281,530.207354
14.516865	0.204	5,384,201.964337
14.520267	0.2041	5,304,670.985135
14.523668	0.2041	5,246,991.206440
14.527070	0.2041	5,573,406.800771
14.530470	0.204	5,822,131.566281
14.533872	0.2041	6,176,257.121045
14.537273	0.2041	6,466,763.839230
14.540673	0.204	6,685,617.612239
14.544075	0.2041	7,095,779.562605
14.547477	0.2041	7,409,862.867612
14.550877	0.204	7,687,907.746408
14.554278	0.2041	8,003,001.818809
14.557680	0.2041	8,068,917.323950
14.561080	0.204	8,038,271.566854
14.564482	0.2041	8,020,975.127858
14.567883	0.2041	7,863,296.871453
14.571283	0.204	7,617,712.562290
14.574685	0.2041	7,262,258.305046
14.578087	0.2041	6,943,521.651912
14.581487	0.204	6,696,477.604944
14.584888	0.2041	6,321,453.522819
14.588290	0.2041	6,020,985.409841
14.591690	0.204	5,770,356.386910
14.595092	0.2041	5,528,535.298199
14.598493	0.2041	5,386,196.724767
14.601893	0.204	5,148,257.198954
14.605295	0.2041	4,956,572.607517
14.608697	0.2041	4,897,926.046599
14.612097	0.204	4,867,777.735404
14.615498	0.2041	4,886,516.486781
14.618900	0.2041	4,852,910.785972
14.622300	0.204	4,769,425.440431
14.625702	0.2041	4,790,390.111327
14.629103	0.2041	4,835,269.665406
14.632503	0.204	4,779,408.409342
14.635905	0.2041	4,794,175.603050
14.639307	0.2041	4,788,744.017571
14.642707	0.204	4,782,870.396568
14.646108	0.2041	4,860,701.427186
14.649510	0.2041	4,873,354.121886
14.652910	0.204	4,777,132.055309
14.656312	0.2041	4,668,200.314311
14.659713	0.2041	4,757,261.154545
14.663113	0.204	4,732,503.248456
14.666515	0.2041	4,756,821.090411
14.669917	0.2041	4,828,377.017876
14.673317	0.204	4,654,007.770510
14.676718	0.2041	4,501,704.234870
14.680120	0.2041	4,545,346.534341
14.683520	0.204	4,569,582.600885
14.686922	0.2041	4,540,807.027395
14.690323	0.2041	4,650,434.093066
14.693723	0.204	4,612,327.033122
14.697125	0.2041	4,701,510.264710
14.700527	0.2041	4,913,968.113618
14.703927	0.204	4,783,753.750044
14.707328	0.2041	4,737,095.441562
14.710730	0.2041	4,849,583.352354
14.714130	0.204	4,785,562.426719
14.717532	0.2041	4,759,136.472599
14.720933	0.2041	4,715,119.441614
14.724333	0.204	4,776,992.233061
14.727735	0.2041	4,868,249.807833
14.731137	0.2041	4,545,205.524430
14.734537	0.204	4,423,504.465083
14.737938	0.2041	4,593,995.085902
14.741340	0.2041	4,474,532.330427
14.744740	0.204	4,422,979.712185
14.748142	0.2041	4,549,180.269598
14.751543	0.2041	4,715,237.456694
14.754943	0.204	4,881,612.589439
14.758345	0.2041	4,939,557.624211
14.761747	0.2041	4,981,022.154672
14.765147	0.204	5,103,312.650015
14.768548	0.2041	5,427,226.980951
14.771950	0.2041	5,706,278.009941
14.775350	0.204	5,819,914.964288
14.778752	0.2041	6,092,932.503884
14.782153	0.2041	6,413,792.716865
14.785553	0.204	6,402,960.232989
14.788955	0.2041	6,410,760.007037
14.792357	0.2041	6,637,652.149730
14.795757	0.204	6,753,379.661055
14.799158	0.2041	6,526,761.882909
14.802560	0.2041	6,184,527.588277
14.805960	0.204	6,093,708.062256
14.809362	0.2041	5,969,851.133066
14.812763	0.2041	5,696,458.011519
14.816163	0.204	5,398,126.083587
14.819565	0.2041	5,272,785.359105
14.822967	0.2041	5,334,061.032731
14.826367	0.204	5,398,935.747337
14.829768	0.2041	5,590,941.483440
14.833170	0.2041	5,887,832.979248
14.836570	0.204	6,256,659.907574
14.839972	0.2041	6,850,815.186807
14.843373	0.2041	7,505,004.267413
14.846773	0.204	8,252,719.893061
14.850175	0.2041	9,091,299.911341
14.853577	0.2041	9,870,928.519546
14.856977	0.204	10,555,941.385289
14.860378	0.2041	11,298,880.455660
14.863780	0.2041	12,082,981.609943
14.867180	0.204	12,198,481.426099
14.870582	0.2041	12,097,861.642933
14.873983	0.2041	12,278,922.984342
14.877385	0.2041	11,869,690.017694
14.880785	0.204	11,123,751.796196
14.884187	0.2041	10,602,689.967797
14.887588	0.2041	9,867,826.915883
14.890988	0.204	8,945,262.437020
14.894390	0.2041	8,293,934.581182
14.897792	0.2041	7,660,404.460409
14.901192	0.204	6,875,767.273849
14.904593	0.2041	6,316,924.254083
14.907995	0.2041	5,846,455.075828
14.911395	0.204	5,371,282.472531
14.914797	0.2041	5,060,136.224036
14.918198	0.2041	4,856,195.322018
14.921598	0.204	4,649,019.775850
14.925000	0.2041	4,508,693.202103
14.928402	0.2041	4,476,988.053471
14.931802	0.204	4,379,165.024142
14.935203	0.2041	4,344,416.476650
14.938605	0.2041	4,358,859.989862
14.942005	0.204	4,331,223.286056
14.945407	0.2041	4,333,604.684854
14.948808	0.2041	4,284,672.498454
14.952208	0.204	4,206,858.746171
14.955610	0.2041	4,295,137.850941
14.959012	0.2041	4,408,116.664053
14.962412	0.204	4,454,027.679252
14.965813	0.2041	4,439,719.028375
14.969215	0.2041	4,357,841.489213
14.972615	0.204	4,391,266.816615
14.976017	0.2041	4,404,668.813289
14.979418	0.2041	4,284,506.282324
14.982818	0.204	4,310,987.759156
14.986220	0.2041	4,371,242.187105
14.989622	0.2041	4,256,265.255323
14.993022	0.204	4,227,238.864617
14.996423	0.2041	4,216,244.319934
14.999825	0.2041	4,105,590.063355
15.003225	0.204	4,048,210.371252
15.006627	0.2041	4,088,240.602571
15.010028	0.2041	4,150,318.098608
15.013428	0.204	4,188,903.250020
15.016830	0.2041	4,175,219.954335
15.020232	0.2041	4,128,932.092807
15.023632	0.204	4,158,310.297703
15.027033	0.2041	4,100,955.856187
15.030435	0.2041	4,056,256.207945
15.033835	0.204	4,127,913.655752
15.037237	0.2041	4,119,325.926248
15.040638	0.2041	4,047,723.410116
15.044038	0.204	4,098,696.808024
15.047440	0.2041	4,297,602.023984
15.050842	0.2041	4,324,420.569982
15.054242	0.204	4,225,113.574025
15.057643	0.2041	4,251,646.593606
15.061045	0.2041	4,278,478.634902
15.064445	0.204	4,235,233.271569
15.067847	0.2041	4,290,956.624127
15.071248	0.2041	4,300,271.079212
15.074648	0.204	4,231,080.434993
15.078050	0.2041	4,280,459.274200
15.081452	0.2041	4,262,672.988667
15.084852	0.204	4,247,571.615093
15.088253	0.2041	4,338,129.083921
15.091655	0.2041	4,339,454.853276
15.095055	0.204	4,300,394.605028
15.098457	0.2041	4,309,940.310975
15.101858	0.2041	4,245,217.749796
15.105258	0.204	4,185,486.885733
15.108660	0.2041	4,240,428.263405
15.112062	0.2041	4,319,134.998647
15.115462	0.204	4,348,405.068202
15.118863	0.2041	4,170,878.374618
15.122265	0.2041	4,197,741.717832
15.125665	0.204	4,316,525.665067
15.129067	0.2041	4,134,434.834703
15.132468	0.2041	4,083,577.588330
15.135868	0.204	4,069,838.244944
15.139270	0.2041	4,028,096.258466
15.142672	0.2041	4,087,770.622208
15.146072	0.204	4,159,375.564214
15.149473	0.2041	4,188,300.609963
15.152875	0.2041	4,210,616.736194
15.156275	0.204	4,247,460.209744
15.159677	0.2041	4,230,331.473734
15.163078	0.2041	4,186,566.164268
15.166478	0.204	4,084,719.094356
15.169880	0.2041	4,079,863.211903
15.173282	0.2041	4,156,154.947971
15.176682	0.204	4,135,111.859306
15.180083	0.2041	4,136,114.140777
15.183485	0.2041	4,255,369.672690
15.186885	0.204	4,234,017.984841
15.190287	0.2041	4,117,350.736907
15.193688	0.2041	4,147,683.565543
15.197088	0.204	4,273,878.041186
15.200490	0.2041	4,269,639.107961
15.203892	0.2041	4,259,943.049270
15.207292	0.204	4,325,514.052202
15.210693	0.2041	4,376,719.819704
15.214095	0.2041	4,421,455.928845
15.217497	0.2041	4,474,765.240611
15.220897	0.204	4,624,155.546479
15.224298	0.2041	4,705,917.321391
15.227700	0.2041	4,755,183.751708
15.231100	0.204	4,832,813.958321
15.234502	0.2041	4,882,707.269172
15.237903	0.2041	5,030,124.122407
15.241303	0.204	5,353,367.625310
15.244705	0.2041	5,421,664.695776
15.248107	0.2041	5,277,262.403236
15.251507	0.204	5,431,598.695837
15.254908	0.2041	5,548,933.242491
15.258310	0.2041	5,572,400.768077
15.261710	0.204	5,806,858.415636
15.265112	0.2041	6,119,671.293232
15.268513	0.2041	6,184,478.783247
15.271913	0.204	6,124,274.094930
15.275315	0.2041	6,145,768.684716
15.278717	0.2041	5,987,773.169111
15.282117	0.204	5,779,531.401402
15.285518	0.2041	5,749,275.364229
15.288920	0.2041	5,637,396.540782
15.292320	0.204	5,567,651.783649
15.295722	0.2041	5,494,861.176423
15.299123	0.2041	5,193,014.934310
15.302523	0.204	5,139,540.319014
15.305925	0.2041	5,129,643.606771
15.309327	0.2041	4,771,110.749418
15.312727	0.204	4,566,077.279531
15.316128	0.2041	4,601,404.329671
15.319530	0.2041	4,582,662.588436
15.322930	0.204	4,585,190.487568
15.326332	0.2041	4,694,931.224893
15.329733	0.2041	4,687,738.364489
15.333133	0.204	4,511,350.088694
15.336535	0.2041	4,445,308.398754
15.339937	0.2041	4,464,909.372389
15.343337	0.204	4,400,090.817803
15.346738	0.2041	4,444,501.146775
15.350140	0.2041	4,500,433.788035
15.353540	0.204	4,379,890.373286
15.356942	0.2041	4,332,095.065215
15.360343	0.2041	4,364,348.583468
15.363743	0.204	4,373,400.507828
15.367145	0.2041	4,297,227.580129
15.370547	0.2041	4,373,175.740279
15.373947	0.204	4,502,307.474638
15.377348	0.2041	4,334,155.663935
15.380750	0.2041	4,278,225.618379
15.384150	0.204	4,343,988.798599
15.387552	0.2041	4,337,698.755386
15.390953	0.2041	4,405,735.107953
15.394353	0.204	4,367,357.956492
15.397755	0.2041	4,318,310.734155
15.401157	0.2041	4,310,678.494118
15.404557	0.204	4,149,721.426070
15.407958	0.2041	4,235,044.519890
15.411360	0.2041	4,459,380.456200
15.414760	0.204	4,451,288.588224
15.418162	0.2041	4,483,825.529836
15.421563	0.2041	4,510,047.399866
15.424963	0.204	4,450,464.909059
15.428365	0.2041	4,519,148.634328
15.431767	0.2041	4,547,948.384111
15.435167	0.204	4,416,650.423775
15.438568	0.2041	4,417,457.754416
15.441970	0.2041	4,402,465.345727
15.445370	0.204	4,358,738.087776
15.448772	0.2041	4,432,003.959736
15.452173	0.2041	4,464,897.842275
15.455573	0.204	4,444,699.474706
15.458975	0.2041	4,387,877.457290
15.462377	0.2041	4,413,572.061301
15.465777	0.204	4,325,244.060475
15.469178	0.2041	4,199,678.967186
15.472580	0.2041	4,303,252.080942
15.475980	0.204	4,309,809.109520
15.479382	0.2041	4,240,517.628440
15.482783	0.2041	4,224,803.092832
15.486183	0.204	4,199,353.298100
15.489585	0.2041	4,213,817.555466
15.492987	0.2041	4,182,705.061363
15.496387	0.204	4,234,391.991423
15.499788	0.2041	4,307,032.542411
15.503190	0.2041	4,208,805.442670
15.506590	0.204	4,295,873.482445
